country,socialNbFollowers,socialNbFollows,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,seniority,sellerRating,totalProductsSold,daysSinceLastLogin,socialProductsLiked
Germany,17,9,1.0,0,0.0,240,4,F,False,False,False,True,3204,0.0,0.0,33,20.0
Italy,10,8,33.0,0,0.0,0,1,F,False,False,False,True,3201,0.0,1.0,50,89.0
Italy,10,9,26.0,0,0.0,4,0,M,True,False,True,True,3201,1.0,0.0,51,85.0
United_Kingdom,12,8,8.0,0,0.0,7,5,F,True,False,True,True,3199,0.0,0.0,10,6.0
Spain,10,9,17.0,0,0.0,1,11,F,True,False,True,True,2859,0.0,1.0,6,70.0
France,10,8,41.0,0,0.0,6,1,M,False,False,False,True,3200,0.0,1.0,16,145.0
Spain,10,8,16.0,0,0.0,0,0,F,True,True,False,True,2854,0.0,0.0,0,67.0
United_States,10,8,4.0,0,0.0,0,0,F,False,False,False,True,2854,0.0,1.0,34,80.0
United_Kingdom,59,8,11.0,24,37.0,182,13,F,True,False,True,False,3199,37.0,25.0,9,13.0
Germany,25,11,1.0,0,0.0,44,0,M,True,False,True,True,3202,0.0,0.0,25,24.0
United_Kingdom,10,8,7.0,0,0.0,0,0,M,True,False,True,True,3197,0.0,0.0,8,12.0
United_States,12,9,5.0,0,0.0,1,2,F,True,False,True,True,3199,0.0,1.0,97,47.0
Spain,10,8,12.0,0,0.0,0,0,F,True,False,True,True,3195,0.0,0.0,99,92.0
Italy,10,8,27.0,0,0.0,2,0,F,True,False,True,True,3204,0.0,0.0,63,60.0
United_States,10,8,4.0,0,0.0,0,2,F,True,False,True,True,3202,0.0,0.0,17,54.0
Italy,11,8,25.0,0,0.0,92,19,F,False,False,False,True,2859,0.0,1.0,64,65.0
United_States,10,8,4.0,0,0.0,0,0,F,False,False,False,True,3198,0.0,1.0,27,37.0
France,10,8,34.0,0,0.0,11,0,F,False,False,False,True,2855,0.0,1.0,17,94.0
United_Kingdom,16,22,11.0,1,0.0,6,5,F,True,False,True,False,3199,0.0,1.0,30,11.0
United_States,10,9,4.0,0,0.0,0,0,M,True,False,True,True,2856,0.0,0.0,7,84.0
Italy,21,8,27.0,8,62.0,0,0,M,True,False,True,False,2858,61.0,7.0,80,71.0
Germany,10,8,1.0,0,0.0,1,1,F,False,False,False,True,3198,0.0,0.0,33,27.0
United_States,11,9,4.0,0,0.0,3,4,M,False,False,False,True,3198,0.0,0.0,21,49.0
United_States,11,8,4.0,0,0.0,1,0,F,False,False,False,True,3198,0.0,0.0,18,17.0
United_States,10,8,4.0,0,0.0,7,5,M,True,False,True,True,3200,0.0,0.0,25,82.0
United_States,10,9,5.0,0,0.0,12,0,M,False,False,False,True,3205,109.0,1.0,20,72.0
United_Kingdom,10,8,3.0,0,0.0,1,0,M,True,False,True,True,2854,0.0,1.0,19,5.0
United_States,13,8,4.0,0,0.0,78,0,F,False,False,False,True,2857,0.0,1.0,23,45.0
United_States,10,8,4.0,0,0.0,7,0,F,False,False,False,True,3204,0.0,1.0,19,74.0
Italy,11,9,35.0,0,0.0,0,0,F,True,False,True,True,2852,0.0,0.0,52,67.0
United_States,16,8,4.0,0,0.0,1,0,F,True,False,True,True,3195,0.0,1.0,19,76.0
United_Kingdom,11,8,11.0,0,0.0,3,0,M,False,False,False,False,3200,1.0,0.0,93,166.0
United_States,10,9,5.0,0,0.0,1,0,M,True,False,True,True,2853,0.0,0.0,22,66.0
United_Kingdom,10,8,5.0,0,0.0,0,0,M,True,False,True,True,3204,0.0,0.0,12,12.0
Italy,17,13,26.0,0,0.0,14,1,M,False,False,False,True,3199,0.0,0.0,85,48.0
France,10,8,38.0,0,0.0,0,0,F,False,False,False,True,2858,0.0,1.0,14,144.0
United_States,11,8,4.0,0,0.0,3,0,F,False,False,False,True,3200,1.0,0.0,3,56.0
United_States,10,8,4.0,0,0.0,4,0,F,False,False,False,True,3201,0.0,1.0,15,45.0
France,10,8,42.0,0,0.0,5,0,M,False,False,False,True,2855,1.0,0.0,13,147.0
United_States,13,11,4.0,0,0.0,28,0,F,False,False,False,True,3197,0.0,0.0,15,66.0
United_Kingdom,13,8,6.0,0,0.0,6,2,F,False,False,False,True,3196,0.0,0.0,31,17.0
Spain,13,10,15.0,0,0.0,58,5,F,False,False,False,True,3195,0.0,1.0,98,73.0
Germany,10,8,1.0,0,0.0,0,0,M,True,False,True,True,2855,1.0,0.0,27,96.0
United_States,12,8,4.0,0,0.0,0,0,F,True,False,True,True,2858,0.0,0.0,34,39.0
Germany,10,8,1.0,0,0.0,0,0,M,False,False,False,True,2853,0.0,0.0,30,23.0
Spain,20,15,17.0,0,0.0,0,0,F,True,False,True,False,3196,0.0,1.0,1,73.0
United_Kingdom,14,9,7.0,0,0.0,5,0,M,False,False,False,True,2852,0.0,0.0,20,1.0
Italy,66,108,30.0,10,71.0,0,0,F,True,False,True,False,3197,70.0,10.0,63,79.0
France,10,16,39.0,0,0.0,20,2,F,True,True,False,True,3199,0.0,0.0,11,143.0
Germany,10,8,1.0,0,0.0,0,0,M,True,False,True,True,2859,1.0,0.0,36,24.0
Germany,10,8,1.0,0,0.0,2,4,M,False,False,False,True,3203,0.0,0.0,19,24.0
United_Kingdom,10,8,9.0,0,0.0,0,0,F,True,False,True,True,3199,1.0,0.0,20,14.0
Spain,11,8,15.0,0,0.0,0,0,F,False,False,False,True,2859,0.0,0.0,6,87.0
Italy,17,8,25.0,7,71.0,2,0,M,True,False,True,False,2857,71.0,7.0,76,76.0
France,10,8,38.0,0,0.0,0,0,F,False,False,False,True,3199,0.0,0.0,13,140.0
France,18,10,36.0,0,0.0,79,1,F,True,False,True,True,3195,0.0,0.0,15,108.0
United_States,10,8,4.0,0,0.0,0,0,F,False,False,False,True,2859,0.0,0.0,27,71.0
United_Kingdom,10,8,9.0,0,0.0,4,3,M,False,False,False,True,3204,1.0,0.0,18,11.0
France,10,8,41.0,0,0.0,1,0,F,False,False,False,True,3204,1.0,0.0,15,120.0
United_States,10,8,4.0,0,0.0,0,0,F,False,False,False,True,3201,1.0,0.0,24,68.0
United_Kingdom,10,8,10.0,0,0.0,8,0,M,True,False,True,False,3203,0.0,0.0,29,19.0
United_Kingdom,11,8,5.0,0,0.0,5,0,F,False,False,False,True,3202,1.0,0.0,40,9.0
United_States,11,8,4.0,0,0.0,0,3,F,False,False,False,True,2852,0.0,1.0,21,42.0
United_States,10,8,3.0,0,0.0,8,0,F,False,False,False,True,2859,0.0,0.0,16,73.0
Spain,11,8,14.0,0,0.0,2,0,F,True,False,True,True,3199,1.0,0.0,2,65.0
United_Kingdom,10,8,12.0,0,0.0,3,0,M,True,False,True,True,3200,0.0,0.0,13,6.0
France,10,8,44.0,0,0.0,0,0,M,True,False,True,True,3205,0.0,0.0,14,119.0
United_States,10,8,4.0,0,0.0,3,0,F,False,False,False,True,2852,0.0,1.0,14,64.0
Italy,10,8,29.0,0,-3.0,12,0,M,True,False,True,True,3201,0.0,1.0,64,66.0
Germany,15,9,1.0,0,0.0,24,3,M,True,True,False,True,3200,0.0,0.0,27,28.0
France,10,8,37.0,0,0.0,16,0,F,False,False,False,True,2853,0.0,1.0,14,107.0
United_States,10,8,5.0,0,0.0,4,0,M,True,True,False,True,2856,0.0,0.0,91,58.0
Germany,10,9,1.0,0,0.0,0,0,M,True,False,True,True,2858,111.0,1.0,27,19.0
Italy,10,9,27.0,0,0.0,3,0,F,True,False,True,True,3199,0.0,0.0,48,93.0
Italy,11,8,26.0,0,0.0,10,0,M,False,False,False,True,3199,0.0,0.0,91,107.0
United_States,15,8,4.0,0,0.0,1,12,M,True,False,True,False,3195,0.0,0.0,30,38.0
France,10,8,37.0,0,0.0,4,0,F,False,False,False,True,3200,0.0,0.0,13,87.0
Germany,10,8,1.0,0,0.0,0,0,F,True,False,True,True,3195,0.0,0.0,21,23.0
Italy,26,8,28.0,6,50.0,0,0,M,True,False,True,False,2857,49.0,6.0,65,93.0
France,11,8,39.0,0,0.0,3,2,M,False,False,False,True,3201,0.0,0.0,15,109.0
France,10,8,41.0,0,0.0,1,0,F,False,False,False,True,3200,1.0,0.0,15,101.0
United_States,10,9,4.0,0,0.0,3,2,M,False,False,False,False,3197,0.0,2.0,8,68.0
United_Kingdom,10,8,6.0,0,0.0,16,0,F,True,False,True,True,3202,0.0,2.0,28,12.0
Italy,12,8,26.0,0,0.0,0,0,M,True,False,True,True,2857,0.0,0.0,46,81.0
Germany,10,8,1.0,0,0.0,0,0,M,True,False,True,True,3205,0.0,0.0,29,19.0
France,10,8,36.0,0,0.0,39,1,F,False,False,False,True,2854,0.0,0.0,15,129.0
Italy,53,192,27.0,10,88.0,47,0,M,False,False,False,False,3203,88.0,11.0,87,11.0
Italy,35,8,26.0,1,0.0,4,1,F,False,False,False,False,3202,0.0,2.0,73,93.0
Italy,65,34,32.0,10,100.0,2,3,M,True,False,True,False,3202,99.0,10.0,78,75.0
Italy,10,8,33.0,0,0.0,0,0,M,False,False,False,True,3196,1.0,0.0,93,106.0
Italy,17,24,32.0,3,66.0,425,10,M,True,False,True,False,3197,66.0,4.0,58,39.0
United_States,10,8,4.0,0,0.0,0,0,F,False,False,False,True,3204,0.0,0.0,0,63.0
Germany,10,8,1.0,0,0.0,0,0,F,False,False,False,True,3198,0.0,0.0,33,22.0
Italy,10,8,28.0,0,0.0,0,0,M,True,True,False,True,3199,0.0,0.0,57,77.0
United_Kingdom,11,8,7.0,3,100.0,0,0,M,True,False,True,True,3198,100.0,2.0,25,11.0
France,10,8,34.0,1,0.0,0,0,F,False,False,False,True,3199,0.0,2.0,12,86.0
United_Kingdom,10,8,7.0,0,0.0,5,2,M,False,False,False,True,3199,0.0,0.0,9,8.0
Italy,10,8,27.0,0,0.0,2,0,F,False,False,False,True,3199,0.0,0.0,75,96.0
United_States,30,8,4.0,13,100.0,0,0,F,True,False,True,True,3195,99.0,12.0,13,67.0
United_States,10,8,4.0,0,0.0,0,0,M,True,False,True,True,2858,0.0,0.0,22,86.0
Germany,12,8,1.0,0,0.0,3,1,M,True,True,False,True,3205,0.0,0.0,23,18.0
United_States,10,8,5.0,0,0.0,0,0,F,False,False,False,True,3198,0.0,0.0,23,51.0
Italy,10,8,32.0,0,0.0,2,0,M,False,False,False,True,3200,0.0,0.0,58,67.0
Germany,11,8,1.0,0,0.0,3,3,F,False,False,False,True,3201,1.0,0.0,34,24.0
United_States,10,8,5.0,0,0.0,8,0,F,False,False,False,True,3200,0.0,0.0,2,64.0
United_Kingdom,35,8,5.0,51,100.0,25,8,F,True,False,True,True,2854,100.0,52.0,14,13.0
Spain,15,8,13.0,2,100.0,0,0,F,True,False,True,False,2854,100.0,2.0,4,77.0
United_States,10,8,4.0,0,0.0,0,6,M,False,False,False,True,3199,0.0,0.0,15,63.0
France,10,8,38.0,0,0.0,3,0,M,False,False,False,True,2855,0.0,0.0,16,117.0
Germany,10,8,1.0,0,0.0,26,0,F,True,True,False,True,2856,0.0,0.0,46,26.0
United_Kingdom,14,8,9.0,30,90.0,0,0,F,True,False,True,False,2853,89.0,29.0,12,12.0
Italy,10,8,28.0,0,0.0,5,0,F,False,False,False,True,3198,0.0,0.0,64,91.0
Italy,10,10,27.0,0,0.0,4,0,F,False,False,False,True,2856,0.0,0.0,53,97.0
Italy,11,8,25.0,3,100.0,0,0,M,False,False,False,True,2857,100.0,4.0,83,55.0
United_Kingdom,11,8,5.0,0,0.0,1,0,M,True,True,False,True,3201,0.0,0.0,25,8.0
United_States,10,8,4.0,0,0.0,2,0,M,True,False,True,True,3197,1.0,0.0,17,56.0
Italy,14,9,33.0,1,0.0,24,2,M,True,False,True,True,2856,0.0,1.0,84,69.0
France,10,8,41.0,0,0.0,4,0,M,True,False,True,True,2855,1.0,1.0,10,156.0
Spain,10,9,16.0,0,0.0,3,0,M,True,False,True,True,2852,0.0,1.0,8,63.0
United_States,10,9,5.0,0,0.0,5,2,F,False,False,False,True,3202,0.0,1.0,21,56.0
France,10,8,42.0,0,0.0,0,5,F,False,False,False,True,3200,0.0,0.0,13,92.0
United_Kingdom,10,8,10.0,0,0.0,5,0,F,True,False,True,True,3199,0.0,0.0,23,9.0
France,18,8,34.0,7,100.0,1,2,M,False,False,False,False,3203,100.0,7.0,18,86.0
Germany,10,8,2.0,0,0.0,0,0,F,True,True,False,True,3202,1.0,0.0,37,26.0
Germany,10,8,2.0,0,0.0,3,0,F,True,False,True,True,2857,0.0,1.0,44,22.0
United_Kingdom,10,8,6.0,0,0.0,22,0,F,True,False,True,True,3200,0.0,0.0,16,6.0
Italy,10,8,27.0,0,0.0,3,0,F,True,False,True,True,3204,0.0,0.0,72,48.0
Germany,10,8,1.0,0,0.0,51,1,F,False,False,False,True,3198,0.0,0.0,34,27.0
Germany,10,8,2.0,0,0.0,0,0,M,True,False,True,True,3202,0.0,0.0,35,22.0
United_States,10,8,4.0,0,0.0,3,0,M,False,False,False,True,3201,1.0,0.0,3,64.0
France,10,8,39.0,0,0.0,0,0,F,False,False,False,True,2853,0.0,0.0,14,104.0
United_States,10,9,4.0,0,0.0,14,0,F,False,False,False,True,2856,0.0,1.0,23,69.0
Spain,15,10,12.0,0,0.0,2,13,M,True,False,True,True,2855,0.0,0.0,4,70.0
France,15,10,38.0,0,0.0,0,0,F,False,False,False,True,3199,1.0,0.0,14,123.0
United_States,10,11,4.0,0,0.0,4,0,F,False,False,False,True,3196,0.0,0.0,7,61.0
France,14,8,36.0,7,100.0,0,0,F,True,False,True,False,2856,100.0,7.0,15,145.0
Spain,11,9,13.0,0,0.0,50,1,F,True,True,False,True,3199,1.0,0.0,5,76.0
Spain,10,8,16.0,0,0.0,7,0,F,True,False,True,True,3198,0.0,0.0,0,67.0
Spain,11,8,13.0,0,0.0,17,0,M,False,False,False,True,2857,0.0,0.0,4,57.0
France,11,8,39.0,0,0.0,0,0,F,True,False,True,True,3197,0.0,0.0,11,138.0
France,14,8,38.0,3,100.0,0,0,M,True,False,True,True,3203,100.0,3.0,15,82.0
United_States,12,8,4.0,0,0.0,0,19,F,True,False,True,True,3203,1.0,0.0,1,51.0
France,11,8,36.0,0,0.0,2,1,F,True,False,True,True,3202,0.0,0.0,16,123.0
Spain,12,8,13.0,0,0.0,0,0,M,True,False,True,True,3204,0.0,0.0,8,64.0
United_States,10,8,4.0,0,0.0,0,0,F,False,False,False,True,3203,0.0,1.0,18,71.0
Germany,10,8,1.0,0,0.0,0,0,F,True,False,True,True,3197,1.0,0.0,31,24.0
France,11,8,38.0,0,0.0,3,0,F,False,False,False,True,2856,0.0,1.0,15,138.0
France,10,8,42.0,0,0.0,0,0,F,False,False,False,True,3205,0.0,0.0,13,107.0
United_Kingdom,13,8,6.0,0,0.0,1,0,F,True,False,True,True,2853,0.0,0.0,31,4.0
Spain,10,8,13.0,0,0.0,3,0,F,True,False,True,True,3196,0.0,0.0,2,67.0
France,10,8,41.0,0,0.0,4,0,M,True,False,True,True,2858,0.0,0.0,12,101.0
United_Kingdom,10,8,6.0,0,0.0,0,0,M,True,False,True,True,3202,0.0,0.0,11,119.0
United_Kingdom,11,8,7.0,0,0.0,0,0,F,False,False,False,True,2857,0.0,0.0,10,13.0
Germany,10,8,1.0,0,0.0,0,0,F,True,False,True,True,2854,0.0,0.0,30,22.0
United_States,14,9,4.0,0,0.0,0,3,F,True,False,True,False,2857,0.0,0.0,15,58.0
United_Kingdom,10,9,8.0,0,0.0,4,1,F,False,False,False,True,2855,0.0,1.0,15,2.0
Germany,11,8,1.0,0,0.0,0,0,F,True,False,True,False,3201,1.0,0.0,44,114.0
France,10,8,36.0,0,0.0,4,0,F,True,True,False,True,2855,0.0,0.0,15,133.0
United_States,10,8,5.0,0,0.0,7,1,F,False,False,False,True,2853,0.0,0.0,16,58.0
France,21,17,35.0,2,100.0,187,5,F,True,False,True,False,2858,100.0,1.0,15,132.0
Germany,18,9,1.0,0,0.0,3,2,F,False,False,False,True,2856,0.0,0.0,25,25.0
Germany,10,8,1.0,0,0.0,28,0,F,False,False,False,True,3200,0.0,1.0,25,23.0
Italy,13,8,26.0,5,100.0,1,0,F,False,False,False,False,2852,100.0,5.0,57,55.0
Germany,10,8,1.0,0,0.0,3,0,F,True,False,True,True,2856,0.0,0.0,25,22.0
United_States,10,8,4.0,0,0.0,8,0,F,False,False,False,True,2859,0.0,0.0,26,72.0
United_States,13,11,4.0,0,0.0,20,0,F,True,True,False,True,2853,0.0,1.0,93,93.0
France,11,9,42.0,0,0.0,110,33,F,False,False,False,True,3199,0.0,0.0,10,140.0
United_States,31,9,5.0,0,0.0,27,4,M,False,False,False,False,3204,1.0,0.0,16,12.0
Spain,10,8,12.0,0,0.0,0,0,F,False,False,False,True,3196,0.0,0.0,3,67.0
United_Kingdom,10,8,9.0,0,0.0,0,2,M,True,False,True,True,3200,0.0,0.0,25,6.0
United_States,10,8,4.0,0,0.0,0,0,F,True,False,True,True,2852,0.0,0.0,25,50.0
United_States,11,8,5.0,0,0.0,0,0,F,False,False,False,True,3202,1.0,0.0,2,62.0
France,12,10,39.0,1,0.0,1,0,M,True,False,True,True,3205,0.0,0.0,14,23.0
Italy,12,11,32.0,0,0.0,90,6,M,True,False,True,True,3200,1.0,0.0,82,60.0
United_States,10,8,4.0,0,0.0,0,0,M,True,False,True,True,2855,0.0,1.0,25,49.0
France,15,14,37.0,0,0.0,4,1,F,False,False,False,True,3201,0.0,0.0,18,99.0
United_Kingdom,16,8,11.0,8,0.0,0,0,M,False,False,False,True,3203,0.0,8.0,16,11.0
United_States,10,9,3.0,0,0.0,9,0,F,False,False,False,True,2856,0.0,1.0,1,66.0
Italy,10,8,24.0,0,0.0,0,0,F,True,False,True,True,2859,0.0,1.0,63,60.0
France,10,8,39.0,0,0.0,3,0,F,True,True,False,True,2858,0.0,0.0,16,94.0
Italy,10,8,30.0,0,0.0,1,0,F,False,False,False,True,3204,1.0,0.0,84,80.0
Italy,10,8,29.0,0,0.0,11,0,F,False,False,False,True,2853,0.0,0.0,96,82.0
Germany,12,8,1.0,0,0.0,0,0,F,False,False,False,True,2857,0.0,1.0,33,17.0
France,10,8,36.0,0,0.0,3,0,M,True,True,False,False,3195,0.0,0.0,15,108.0
Germany,17,11,1.0,0,0.0,240,1,F,True,False,True,True,3195,0.0,1.0,35,76.0
United_States,12,8,4.0,0,0.0,0,0,F,True,False,True,False,3198,1.0,1.0,29,78.0
France,11,8,40.0,0,0.0,0,0,M,True,True,False,True,3196,1.0,0.0,13,105.0
United_States,11,8,4.0,0,0.0,0,0,F,True,False,True,True,3200,0.0,0.0,4,62.0
United_States,10,8,3.0,0,0.0,0,0,F,True,False,True,True,3197,0.0,0.0,22,45.0
United_States,10,9,4.0,0,0.0,5,0,F,False,False,False,True,3204,0.0,0.0,12,72.0
Italy,10,8,28.0,0,0.0,31,2,F,False,False,False,True,2853,0.0,0.0,29,56.0
France,11,8,43.0,3,100.0,0,0,F,True,False,True,True,2859,100.0,4.0,16,141.0
United_Kingdom,10,8,7.0,0,0.0,10,0,F,True,False,True,True,3199,1.0,1.0,14,8.0
France,11,8,45.0,0,0.0,3,0,F,False,False,False,True,2857,0.0,0.0,14,117.0
France,10,9,37.0,0,0.0,4,0,F,False,False,False,True,3200,0.0,0.0,19,63.0
United_States,10,8,4.0,0,0.0,0,0,F,True,False,True,True,3197,0.0,1.0,14,46.0
France,10,8,43.0,0,0.0,17,4,M,False,False,False,True,3200,0.0,0.0,14,129.0
United_States,11,8,4.0,0,0.0,0,1,M,False,False,False,True,3196,0.0,0.0,8,55.0
United_Kingdom,10,8,7.0,0,0.0,0,0,F,True,False,True,True,2852,0.0,0.0,21,12.0
France,11,8,37.0,0,0.0,4,0,M,True,False,True,True,2857,0.0,0.0,14,92.0
France,11,8,40.0,0,0.0,0,0,M,False,False,False,True,3198,0.0,0.0,16,118.0
France,12,9,35.0,0,0.0,3,4,M,False,False,False,True,2859,0.0,0.0,14,123.0
Germany,10,8,1.0,0,0.0,0,0,F,True,False,True,True,2858,1.0,0.0,33,132.0
France,10,8,45.0,0,0.0,0,0,M,True,True,False,True,2858,0.0,0.0,12,105.0
United_States,11,8,4.0,0,0.0,0,0,M,True,False,True,True,3202,0.0,1.0,20,55.0
France,10,8,33.0,0,0.0,0,0,F,True,False,True,True,2853,0.0,1.0,12,106.0
United_Kingdom,10,8,8.0,0,0.0,0,3,M,False,False,False,True,3200,1.0,0.0,21,6.0
Germany,11,9,1.0,0,0.0,0,0,F,True,False,True,True,3197,0.0,0.0,32,23.0
United_States,22,8,5.0,0,0.0,0,1,M,True,False,True,False,3204,0.0,0.0,93,60.0
United_States,31,9,4.0,0,0.0,28,2,F,True,False,True,False,3201,0.0,0.0,12,65.0
United_States,10,8,5.0,0,0.0,5,1,M,True,True,False,True,2853,0.0,0.0,22,79.0
United_States,10,8,5.0,0,0.0,0,0,M,False,False,False,True,2852,0.0,0.0,17,57.0
France,10,8,43.0,0,0.0,1,0,M,False,False,False,True,2859,0.0,0.0,10,101.0
Italy,11,9,30.0,0,0.0,0,0,F,False,False,False,True,3195,0.0,0.0,41,103.0
United_Kingdom,10,8,5.0,0,0.0,5,0,M,False,False,False,True,2856,0.0,0.0,8,9.0
Italy,10,8,26.0,0,0.0,0,0,F,True,False,True,True,2855,0.0,0.0,53,51.0
Germany,10,8,1.0,0,0.0,0,0,M,True,False,True,True,3196,1.0,0.0,33,96.0
France,12,8,36.0,0,0.0,2,13,M,True,False,True,True,3199,0.0,1.0,15,108.0
Germany,137,12,1.0,123,91.0,0,0,F,True,False,True,False,3196,91.0,100.0,35,28.0
France,14,11,37.0,2,0.0,1,1,M,False,False,False,True,2854,1.0,2.0,12,85.0
United_States,10,8,3.0,0,0.0,8,0,F,False,False,False,True,3195,0.0,1.0,19,60.0
Spain,11,11,18.0,3,0.0,7,0,F,True,False,True,True,3205,0.0,3.0,1,62.0
Germany,11,8,1.0,0,0.0,0,0,F,True,False,True,True,3205,0.0,0.0,28,19.0
Spain,11,8,14.0,0,0.0,7,0,M,False,False,False,True,3198,0.0,1.0,8,94.0
United_Kingdom,11,8,8.0,0,0.0,2,9,M,False,False,False,False,2855,1.0,0.0,13,6.0
Spain,10,8,18.0,0,0.0,3,0,F,False,False,False,True,2859,1.0,0.0,1,78.0
Italy,10,9,25.0,0,0.0,60,0,F,False,False,False,True,3199,0.0,0.0,53,93.0
France,13,8,35.0,2,50.0,13,2,F,True,False,True,True,3200,50.0,3.0,10,119.0
United_States,10,8,5.0,0,0.0,0,0,M,False,False,False,True,2857,1.0,0.0,93,52.0
France,10,9,46.0,0,0.0,2,4,F,True,True,True,True,3204,0.0,0.0,13,122.0
Spain,10,8,18.0,0,0.0,6,0,F,False,False,False,True,2856,0.0,0.0,2,51.0
United_Kingdom,12,10,8.0,0,0.0,6,0,M,True,False,True,True,2856,0.0,1.0,11,13.0
United_States,10,8,4.0,0,0.0,1,0,F,True,True,True,True,2856,0.0,0.0,5,71.0
France,10,8,51.0,0,0.0,1,0,M,True,False,True,True,3205,0.0,0.0,11,131.0
United_States,14,13,4.0,0,0.0,0,0,M,True,False,True,True,3197,0.0,1.0,10,56.0
United_States,11,8,3.0,0,0.0,0,0,F,True,False,True,True,3203,0.0,1.0,5,77.0
United_States,10,8,5.0,0,0.0,0,0,F,False,False,False,True,3204,0.0,0.0,21,65.0
Italy,37,8,26.0,9,100.0,0,0,F,False,False,False,False,3204,100.0,9.0,48,75.0
Italy,11,8,30.0,0,0.0,1,6,F,True,False,True,True,2855,1.0,0.0,62,96.0
United_States,10,10,4.0,0,0.0,2,0,F,True,True,False,True,3197,0.0,1.0,7,80.0
United_States,11,8,5.0,0,0.0,5,3,F,True,False,True,True,3198,0.0,0.0,29,68.0
Spain,16,11,19.0,0,0.0,85,0,F,False,False,False,True,2857,0.0,0.0,1,69.0
France,11,8,39.0,4,75.0,0,0,F,False,False,False,False,3201,75.0,3.0,16,149.0
France,48,8,41.0,43,78.0,0,0,M,True,True,True,False,3203,78.0,44.0,14,115.0
France,19,8,35.0,4,75.0,6,0,F,True,False,True,False,2852,75.0,5.0,11,113.0
United_Kingdom,10,8,10.0,0,0.0,0,1,M,True,False,True,True,2855,0.0,0.0,21,53.0
France,10,8,39.0,0,0.0,64,1,F,False,False,False,True,3202,0.0,1.0,15,104.0
France,11,11,37.0,0,0.0,0,3,M,True,False,True,True,2854,0.0,0.0,12,89.0
United_States,11,8,5.0,0,0.0,3,0,F,False,False,False,True,3195,1.0,1.0,9,59.0
Italy,13,10,26.0,0,0.0,9,0,M,True,False,True,True,3204,0.0,0.0,58,84.0
United_States,10,8,4.0,0,0.0,8,0,M,True,False,True,True,2856,0.0,0.0,18,68.0
United_States,13,8,4.0,0,0.0,76,1,F,True,False,True,True,2853,0.0,1.0,20,75.0
United_Kingdom,10,8,9.0,0,0.0,0,1,M,True,False,True,True,2856,0.0,0.0,31,17.0
Spain,17,10,16.0,2,100.0,1,1,M,True,True,False,True,2853,100.0,3.0,7,67.0
Spain,10,8,13.0,0,0.0,0,0,F,True,False,True,False,3199,0.0,0.0,2,93.0
United_Kingdom,11,10,6.0,0,0.0,52,9,M,True,False,True,True,2858,0.0,0.0,17,21.0
United_States,15,8,5.0,1,0.0,9,2,F,False,False,False,True,2853,0.0,1.0,9,53.0
France,22,8,38.0,11,100.0,44,1,F,False,False,False,True,3202,99.0,12.0,18,104.0
France,13,8,39.0,3,66.0,0,0,M,False,False,False,True,3199,66.0,3.0,12,60.0
Germany,10,8,1.0,0,-10.0,0,0,F,True,False,True,True,2853,0.0,1.0,34,23.0
United_Kingdom,10,9,9.0,0,0.0,3,0,F,False,False,False,True,3201,0.0,0.0,24,16.0
Germany,10,8,1.0,0,0.0,8,1,F,False,False,False,True,2858,0.0,0.0,31,26.0
United_Kingdom,10,8,10.0,0,0.0,0,0,M,False,False,False,True,3199,0.0,0.0,6,10.0
Germany,12,9,1.0,0,0.0,64,34,M,True,False,True,True,3200,0.0,0.0,30,25.0
United_States,10,8,5.0,0,0.0,0,0,M,True,False,True,True,3203,1.0,0.0,32,72.0
United_States,10,8,4.0,0,0.0,3,0,F,False,False,False,True,3197,0.0,0.0,30,83.0
United_Kingdom,12,15,7.0,0,0.0,0,0,M,True,False,True,True,2852,0.0,1.0,25,8.0
United_Kingdom,20,8,6.0,4,75.0,0,0,M,True,True,False,False,3197,75.0,5.0,19,-0.0
Italy,10,8,29.0,0,0.0,0,0,M,True,False,True,True,3203,0.0,1.0,61,71.0
Germany,10,8,0.0,0,0.0,3,0,M,True,False,True,True,3203,0.0,0.0,30,22.0
United_States,10,8,4.0,0,0.0,1,0,M,False,False,False,True,3205,0.0,1.0,13,62.0
United_Kingdom,10,8,6.0,0,0.0,0,0,M,True,False,True,True,2855,0.0,0.0,13,8.0
United_Kingdom,10,8,11.0,0,0.0,18,0,F,False,False,False,True,3203,0.0,0.0,23,13.0
United_States,10,8,5.0,0,0.0,3,0,F,False,False,False,True,2856,0.0,0.0,35,60.0
France,10,8,39.0,0,0.0,15,0,F,False,False,False,True,2855,0.0,0.0,12,113.0
United_Kingdom,10,8,6.0,0,0.0,0,0,F,True,False,True,True,2853,0.0,0.0,18,89.0
Germany,10,8,1.0,1,0.0,1,2,M,False,False,False,True,3201,1.0,1.0,29,21.0
United_Kingdom,10,8,5.0,0,0.0,6,2,F,False,False,False,True,3201,0.0,0.0,18,12.0
France,16,8,39.0,10,100.0,0,0,F,True,False,True,False,3199,100.0,10.0,13,39.0
Germany,14,9,1.0,0,0.0,5,0,M,True,True,False,True,3201,1.0,0.0,34,26.0
United_Kingdom,16,8,12.0,1,-3.0,1,0,F,False,False,False,True,3203,0.0,1.0,14,80.0
