StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,check-decrease-1,check-increase-1,check-2,overall-strategy,gender,gender_4_TEXT,age,education,experience_1,experience_2,experience_3,experience_4,effort,feedback,PROLIFIC_PID,size1,size2,size3,size4,size5,dataset1,dataset2,dataset3,dataset4,dataset5,method1,method2,method3,method4,method5,size00,size01,order,row,col,dataset,method
2024-02-28 18:17:46,2024-02-28 18:25:07,0,187.190.153.10,100,440,1,2024-02-28 18:25:08,R_3OvAXIs6eFDMkAF,,,,,19.4038,-99.0892,anonymous,EN,1,,1,3,"similar heights, distribution and visual simmilarity",3,,33,6,2,0,0,0,2,,5f627ac87d0e5f2efb944c9e,32437,na,32437,32437,9611,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,500,1600,stl,1,5,pollution,blue
2024-02-28 18:20:08,2024-02-28 18:25:25,0,77.54.172.44,100,316,1,2024-02-28 18:25:25,R_1PhCd5F0m6iU4Kl,,,,,38.7373,-9.1945,anonymous,EN,1,,1,3,"more dots mean similar to original
",1,,23,3,0,0,2,,2,no,64e0d3d9ff6818d9748c031e,6407,32437,32437,32437,32437,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,3000,1400,stl,2,3,fraud,outlier
2024-02-28 18:22:24,2024-02-28 18:25:27,0,115.69.36.7,100,183,1,2024-02-28 18:25:28,R_4eVyIx4abTQGhTs,,,,,-33.8715,151.2006,anonymous,EN,1,2,,3,"Sliding the scale until the key features disappeared, then putting it back one. And no not really I used the same strategy",1,,26,6,2,0,4,,2,,64b72c970a6c7e3539ad6d32,1898,na,563,6407,21624,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,200,na,lts,3,4,mnist,outlier
2024-02-28 18:18:51,2024-02-28 18:25:38,0,152.37.93.215,100,407,1,2024-02-28 18:25:39,R_7GHvV3qt7Kmz7t3,,,,,51.5064,-0.02,anonymous,EN,1,2,,2,look for similar pattern i.e. that would look same from far ,1,,29,7,4,5,5,,3,,5fc1add44eaae629c6d53026,21624,na,844,6407,9611,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,1000,na,lts,3,3,fraud,maxmin
2024-02-28 18:19:32,2024-02-28 18:25:45,0,189.159.91.51,100,373,1,2024-02-28 18:25:46,R_5hikAv9fDGYBPWh,,,,,25.7197,-100.3183,anonymous,EN,1,,1,2,"If the next image on the slider was less similar to the original, then I stopped at the last one that was similar enough.",2,,20,3,1,0,0,0,2,,610780370efcda0962649fb8,na,na,375,2848,14416,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,750,na,stl,1,4,mnist,random
2024-02-28 18:20:29,2024-02-28 18:25:52,0,79.168.192.123,100,323,1,2024-02-28 18:25:53,R_89S8qRBzb8JT7cB,,,,,38.7905,-9.1859,anonymous,EN,1,,1,2,I stoped when the general form was similar,2,,23,6,3,1,0,0,3,no,60c939c438c389b49847c08b,14416,na,250,1266,844,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,750,1000,stl,3,5,pollution,vas
2024-02-28 18:20:11,2024-02-28 18:26:01,0,187.190.178.34,100,349,1,2024-02-28 18:26:01,R_6dJY91sFHWcCD7E,,,,,25.7808,-100.3781,anonymous,EN,1,2,,3,"Yes, I visualized the longest patterns and made a comparative between the two samples, the one who matches the most with the original pattern was the correct",2,,22,5,0,1,0,,1,no,613abb4fa65bf10f2a05a9c2,9611,32437,32437,563,4271,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,2500,na,lts,2,3,fraud,outlier
2024-02-28 18:17:04,2024-02-28 18:26:14,0,187.190.24.96,100,550,1,2024-02-28 18:26:15,R_57NgWwIuysEf6n9,,,,,19.4001,-99.0692,anonymous,EN,1,2,,3,I tried to stop when the shape still looks like the original,2,,23,2,0,0,0,,2,,6140e8ed6333ebdaacaebd44,32437,21624,250,4271,21624,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,3000,na,lts,5,2,hidden,vas
2024-02-28 18:18:53,2024-02-28 18:26:25,0,201.188.137.79,100,451,1,2024-02-28 18:26:25,R_1YtnE6Trar6K0gh,,,,,-33.4521,-70.6536,anonymous,EN,1,2,,2,"I sought patterns or chose to focus on the high density points to determine key features. In cases where the data set was too small to compare, I checked that the overall silhouette of the graph did not match.",1,,26,6,0,0,0,2,2,"Everything was clear, no comments.",645990d7f2a2eed62ff6e168,1266,na,4271,2848,9611,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,1000,na,lts,4,3,fraud,blue
2024-02-28 18:21:23,2024-02-28 18:26:39,0,204.237.3.28,100,315,1,2024-02-28 18:26:39,R_5S9q53ZlheZ4hyo,,,,,43.3595,-80.3295,anonymous,EN,1,1,,2,I just tried to see if there were data points in all the same areas as the original,1,,24,3,0,0,0,0,2,Thanks for the opportunity,6546b4fb62ff049c65d27338,4271,na,250,844,844,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,200,na,lts,1,4,mnist,random
2024-02-28 18:23:09,2024-02-28 18:27:02,0,78.137.205.227,100,233,1,2024-02-28 18:27:03,R_5mn6GrUsFHVQiPf,,,,,41.5371,-8.787,anonymous,EN,1,,1,3,"I stopped the slider when it seamed like the sample was close enough to the original, without adding too much information.",2,,25,6,0,0,0,,3,No,5cb71fcd98a1f100011c56fb,2848,na,na,32437,21624,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,2500,na,stl,4,3,fraud,blue
2024-02-28 18:22:06,2024-02-28 18:27:18,0,82.154.60.94,100,311,1,2024-02-28 18:27:18,R_636Pb6valHakAtb,,,,,38.752,-9.2279,anonymous,EN,1,2,,2,"Yes, depending on the samples we were provided and how similar to a correct visual interpretation they were to the original image",1,,28,5,0,0,0,,3,,5c6d60a581e1d50001627386,na,na,32437,1266,na,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,1000,na,lts,4,1,apps,vas
2024-02-28 18:21:44,2024-02-28 18:27:25,0,84.91.113.237,100,341,1,2024-02-28 18:27:26,R_8XbParAhomRvlRT,,,,,40.6642,-7.9072,anonymous,EN,1,,2,3,,2,,27,3,0,3,0,0,2,,65b68f8b34c35fcfdc0ae246,6407,na,32437,32437,14416,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,200,na,stl,1,3,fraud,vas
2024-02-28 18:17:56,2024-02-28 18:27:31,0,94.63.254.107,100,574,1,2024-02-28 18:27:31,R_2zlyddOvxTp8jkJ,,,,,38.702,-9.3997,anonymous,EN,1,,1,3,I didn't use different types of strategies for different images. I always started by moving the cursor at all levels and slowly returning to what I thought best matched.,2,,37,6,0,0,0,0,3,Nothing to point.,55ba8f47fdf99b404ce2490d,32437,na,6407,32437,na,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,2000,na,stl,3,1,apps,random
2024-02-28 18:21:58,2024-02-28 18:27:31,0,187.189.87.146,100,332,1,2024-02-28 18:27:31,R_1Qc6WMc9AucAbMk,,,,,19.4586,-99.0602,anonymous,EN,1,,2,2,"i think with pattern recognition and shape similarities

























































































",1,,35,8,1,1,0,0,3,this was very interesting. thank you,614dc6a01b4262b98ffa6d22,32437,na,4271,32437,4271,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,1500,na,stl,3,4,mnist,outlier
2024-02-28 18:17:15,2024-02-28 18:27:35,0,79.185.96.67,100,619,1,2024-02-28 18:27:35,R_5KHkdJ16q1GXfwZ,,,,,52.2296,21.0067,anonymous,EN,1,,2,2,I paid attention to characteristic elements.,2,,23,2,1,0,0,0,3,"No, everything went fine.",6107d788163252e3b5c348e3,844,4271,2848,14416,375,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,2000,1200,stl,2,5,pollution,random
2024-02-28 18:22:27,2024-02-28 18:27:55,0,115.189.97.143,100,327,1,2024-02-28 18:27:55,R_4OT3NZwHFr5FaYf,,,,,-43.5551,172.6178,anonymous,EN,1,2,,2,"No strategy, I just moved it until I thought it looked as you wanted it to as per the insturction",2,,33,2,0,0,0,0,2,,6087b352bc927336035cb9e0,32437,9611,844,2848,1266,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,200,400,lts,3,3,fraud,maxmin
2024-02-28 18:19:55,2024-02-28 18:28:03,0,41.116.67.176,100,488,1,2024-02-28 18:28:04,R_11ZzivWM4Q7LVIq,,,,,-26.2309,28.0583,anonymous,EN,1,2,,1,yes but i was using a bit of the same strategy to determine,2,,55,1,0,0,0,0,2,,617672cfc7523038c4c64996,32437,9611,1266,9611,14416,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,3000,1400,lts,5,3,fraud,random
2024-02-28 18:15:58,2024-02-28 18:28:04,0,161.29.187.3,100,725,1,2024-02-28 18:28:05,R_40l4hpdkUr3EXeS,,,,,-36.8631,174.7545,anonymous,EN,1,,2,2,looking at each visualization i tried to see a prominent pattern that looked similar to the original   ,2,,20,2,0,0,0,NCEA Levels 1 2 3 achieved,3,,60de2b7cac70f04985882d39,32437,na,1898,4271,na,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,1000,800,stl,3,1,apps,random
2024-02-28 18:23:49,2024-02-28 18:28:05,0,35.149.226.114,100,255,1,2024-02-28 18:28:05,R_5foE9StVwTGL4wr,,,,,42.6689,-71.5965,anonymous,EN,1,2,,3,i just moved the scale back and fourth to get an idea of all of the different patterns,2,,25,3,,,,1,3,its a little confusing,5e89550b220e2f5f277597f0,563,32437,32437,32437,32437,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,3000,na,lts,5,2,hidden,vas
2024-02-28 18:22:31,2024-02-28 18:28:07,0,79.117.66.15,100,336,1,2024-02-28 18:28:08,R_8BrgN4Wdq1YM0k5,,,,,40.4172,-3.684,anonymous,EN,1,2,,2,"Whenever I didn't see similarities, that's when I stopped",2,,30,2,0,0,0,0,3,,5f3b3d16d2664625fcfa73aa,na,na,1898,6407,6407,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,200,na,lts,1,3,fraud,vas
2024-02-28 18:21:36,2024-02-28 18:28:09,0,187.191.8.222,100,392,1,2024-02-28 18:28:09,R_1bIa6jPsVpA7N1T,,,,,20.6336,-103.4555,anonymous,EN,1,,2,3,It was visual similarities that made me take the decision,2,,37,6,0,0,0,,2,,616f22b8e54926da850c38c9,21624,32437,32437,32437,32437,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,3000,1600,stl,5,5,pollution,maxmin
2024-02-28 18:23:44,2024-02-28 18:28:27,0,89.77.49.136,100,282,1,2024-02-28 18:28:28,R_8F3rC3REWnVEoaV,,,,,52.23,21.0087,anonymous,EN,1,,1,2,"Hm, I was just comparing the pictures with my eyes :)",2,,28,8,,6,4,,1,,5b377b7006f9f90001fb6145,4271,na,32437,32437,32437,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,2000,1600,stl,1,1,apps,maxmin
2024-02-28 18:23:54,2024-02-28 18:28:27,0,187.139.171.105,100,273,1,2024-02-28 18:28:28,R_3fBAfumKdIVehMo,,,,,20.5225,-103.1951,anonymous,EN,1,2,,3,I just imagined the original but with a minimum of points and then tried to get the same. I used the same strategies for all visualizations.,1,,48,6,0,0,0,0,3,,5c60e5371115b4000140fb07,2848,na,14416,4271,9611,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,1500,na,lts,4,3,fraud,blue
2024-02-28 18:24:41,2024-02-28 18:28:28,0,213.22.88.253,100,226,1,2024-02-28 18:28:28,R_2znAKRRU5302meD,,,,,41.5515,-8.4204,anonymous,EN,1,,2,3,,2,,23,3,1,,1,,3,,5c84539a9b87bc00161c5052,na,na,na,32437,32437,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,2500,na,stl,4,2,hidden,random
2024-02-28 18:21:27,2024-02-28 18:28:39,0,161.29.131.142,100,432,1,2024-02-28 18:28:39,R_4pPwXKoNswQrKq1,,,,,-36.8017,174.7533,anonymous,EN,1,,1,2,"I tried to keep the slider as far left as possible, while still showing as similar dataset results as the original",1,,50,3,0,0,25,0,2,,5c67a81eeffdaa0001d7865d,na,na,na,2848,21624,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,200,1600,stl,4,5,pollution,outlier
2024-02-28 18:24:33,2024-02-28 18:28:41,0,159.196.169.234,100,247,1,2024-02-28 18:28:41,R_4H8l6jvH69mARTX,,,,,-33.8182,151.1602,anonymous,EN,1,,2,2,"I wanted to see the pattern look the same, so that people can clearly see a curve/visual that matches.
I think that you need to show important discrepancies clearly, so made sure that they were all present.",1,,36,6,1,1,8,,2,"I tried not to overthink it, as it was important to get the first impression of what was 'similar enough' so I didn't go to 'most similar'",655c532e4f530dc3065e6f5c,6407,na,563,2848,4271,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,3000,na,stl,1,1,apps,maxmin
2024-02-28 18:17:58,2024-02-28 18:28:43,0,94.254.153.172,100,644,1,2024-02-28 18:28:43,R_2qa9sMXoD1yEIc6,,,,,50.0585,19.9342,anonymous,EN,1,2,,2,I didn't adopt any strategies with different visualizations.,1,,23,2,0,0,0,0,3,,5d7d0cc0e32539001a174642,na,6407,14416,6407,32437,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,1500,na,lts,2,5,pollution,random
2024-02-28 18:19:21,2024-02-28 18:28:56,0,187.201.101.222,100,574,1,2024-02-28 18:28:57,R_6Y9IgBAvSNWHAw9,,,,,20.6381,-103.348,anonymous,EN,1,2,,2,I simply observed the images carefully,2,,27,6,0,0,3,,3,,5f2f1a662d7fa52ee59ec87d,na,na,21624,na,32437,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,2500,na,lts,1,2,hidden,outlier
2024-02-28 18:22:46,2024-02-28 18:28:58,0,190.47.52.182,100,372,1,2024-02-28 18:28:58,R_6SwSVjzEyAI82Wv,,,,,-33.0228,-71.5519,anonymous,EN,1,,1,2,it was something natural in me,1,,29,7,0,0,0,0,3,no,5f494e2755e3b9495a8919e9,21624,32437,32437,32437,na,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,500,na,stl,5,1,apps,outlier
2024-02-28 18:24:42,2024-02-28 18:29:01,0,187.193.135.69,100,258,1,2024-02-28 18:29:02,R_6NSeWKtfWmsWYmd,,,,,19.4136,-99.0856,anonymous,EN,1,2,,3,"Yes, it depended on the original sample.",2,,28,6,1,1,6,,3,,613a563bf2e38ea679f50546,32437,na,21624,32437,9611,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,1500,na,lts,3,4,mnist,outlier
2024-02-28 18:20:42,2024-02-28 18:29:07,0,148.210.249.18,100,504,1,2024-02-28 18:29:07,R_1tu0s5tGHZ1NFI9,,,,,31.6405,-106.4187,anonymous,EN,1,,1,3,I analized the samples and look every single one of them to determine which of them was the most similar to the original.,2,,21,3,"statistics 1, statistics 2, econometry class",0,2,0,2,,615c66ecef9471de88c64075,21624,32437,32437,32437,14416,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,1500,na,stl,5,4,mnist,blue
2024-02-28 18:24:27,2024-02-28 18:29:07,0,156.62.117.25,100,279,1,2024-02-28 18:29:08,R_4K3a85cQJtHGUfN,,,,,-36.8506,174.7679,anonymous,EN,1,,1,2,"I stopped once the two graphs looked a little bit similar, but not too much similar.",2,,19,2,24,0,0,0,2,No :),60c6ad6dfe98acb8c92628e2,844,na,na,6407,na,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,1000,na,stl,4,5,pollution,outlier
2024-02-28 18:22:56,2024-02-28 18:29:09,0,24.202.66.79,100,373,1,2024-02-28 18:29:10,R_6ewA9Mmv2vBtHNc,,,,,45.4803,-73.5558,anonymous,EN,1,2,,2,I tried to keep as similar a clear shape/trend as possible while minimizing the amount of samples needed,1,,24,3,1,0,0,0,3,,655e48dc166ca49bf9272406,6407,na,250,4271,32437,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,750,na,lts,1,1,apps,maxmin
2024-02-28 18:21:44,2024-02-28 18:29:11,0,105.245.40.25,100,446,1,2024-02-28 18:29:11,R_6ARTt8RYgCwO7rz,,,,,-26.2309,28.0583,anonymous,EN,1,2,,3,I looked at the pattern of the original and the sample to determine the closeness.,2,,23,6,2,0,1,,3,No.,60b86ca5f6cdbe9f29e1dafd,na,32437,na,na,na,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,3000,na,lts,2,1,apps,blue
2024-02-28 18:23:12,2024-02-28 18:29:12,0,196.216.116.56,100,360,1,2024-02-28 18:29:12,R_6DnFh3l7lacIvek,,,,,-26.8986,27.449,anonymous,EN,1,2,,3,"I did not adopt any different strategies, I just moved the slider until the image looked most similar to the original one.",2,,31,10,0,0,12,0,3,None.,5ea1660f4d0db50008ff86ed,na,9611,32437,14416,32437,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,750,na,lts,5,2,hidden,vas
2024-02-28 18:20:37,2024-02-28 18:29:19,0,146.231.118.115,100,522,1,2024-02-28 18:29:20,R_2LYfIiNDoyN0jni,,,,,-33.3013,26.5325,anonymous,EN,1,2,,3,"i used that strategy of wheter i could still see the different shapes of the visualizations and if not, it meant i had gone too far.

no i did not.",1,,21,6,1,0,0,0,2,none,6169eac611e586f87632d495,375,na,na,2848,32437,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,750,na,lts,4,4,mnist,maxmin
2024-02-28 18:21:50,2024-02-28 18:29:25,0,194.230.148.76,100,454,1,2024-02-28 18:29:25,R_3omenSzF4p7X1qV,,,,,47.3857,8.5348,anonymous,EN,1,,1,3,"yeah, depending on example i would use certain dead giveaways that one sample couldnt be it. it was more of an elimination process alot of the time. with the dots i kinda focused on is the image being seen enough to the point where it could be constructed or upscaled.",1,,20,3,,,,0,3,was definitely interesting. almost seemed like an iq test.,65a2b1367b1014bbeb3be687,9611,32437,14416,9611,32437,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,200,1400,stl,2,2,hidden,maxmin
2024-02-28 18:22:11,2024-02-28 18:29:27,0,50.67.13.99,100,436,1,2024-02-28 18:29:28,R_1qNHfYPoWjczg4u,,,,,49.2292,-122.9932,anonymous,EN,1,,1,3,"I stopped based on the outline of the original visualization. if none of them were similar, I chose the button.",1,,30,3,0,0,18,,3,"I found the distinction between ""similar enough"" and ""most similar"" to be confusing in the introduction",653ba7c7c848949fff600b5d,na,na,32437,32437,na,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,2000,na,stl,1,2,hidden,outlier
2024-02-28 18:24:13,2024-02-28 18:29:33,0,152.174.219.248,100,319,1,2024-02-28 18:29:33,R_7mmjEnWlUeoHHAl,,,,,-27.3722,-70.3386,anonymous,EN,1,,2,2,"I stopped at the one that seemed the most alike, then compared. If there were several that were similar, I chose the one that had the least dots.",1,,27,5,1,0,0,0,2,No.,612742541c10c193688cea34,na,na,2848,9611,844,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,1000,na,stl,3,3,fraud,maxmin
2024-02-28 18:19:22,2024-02-28 18:30:02,0,189.217.84.197,100,640,1,2024-02-28 18:30:02,R_37NNzKEVonOwCWt,,,,,19.4354,-99.1427,anonymous,EN,1,,1,2,"I tried to follow the patter that was closest to the original even if it was not an exact match, but it would give the most similar one. I moved the slider left and right trying to find the best match.",1,,34,6,0,0,0,0,3,,5c36b54ed4627100010c4786,14416,na,32437,32437,21624,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,2500,na,stl,4,4,mnist,maxmin
2024-02-28 18:22:10,2024-02-28 18:30:08,0,189.219.221.66,100,477,1,2024-02-28 18:30:08,R_5YQdDDXvlCFT5bd,,,,,25.7437,-100.408,anonymous,EN,1,,1,3,"Traté lo mejor posible de que la muestra adecuara cada punto o cada línea con la figura original, en el caso de que no estuviera ni tan cerca del original, presioné el botón de no similaridades.",2,,21,3,1,0,0,,2,ninguno,611b0f8d86ff0419ff69c838,6407,na,na,32437,32437,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,1500,na,stl,4,2,hidden,random
2024-02-28 18:20:31,2024-02-28 18:30:15,0,161.29.253.38,100,583,1,2024-02-28 18:30:16,R_4Dqz7IfNzRlFzyi,,,,,-36.8506,174.7679,anonymous,EN,1,2,,3,I stopped before key elements disapeared,1,,62,2,0,0,0,0,2,,65cea8c4a19e28567746f4da,32437,4271,21624,2848,14416,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,1500,800,lts,5,3,fraud,random
2024-02-28 18:25:04,2024-02-28 18:30:17,0,108.180.32.185,100,312,1,2024-02-28 18:30:17,R_5PLIHKqkr1Drmvt,,,,,49.324,-123.0827,anonymous,EN,1,2,,3,"I used a similar strategy with all, which was trying to see if one would be likely to get the same information from the ""lesser"" version of the graph.",2,,32,6,1,0,0,0,2,,64f66c9ee363277ddc6f05e9,4271,na,250,844,375,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,3000,na,lts,1,4,mnist,random
2024-02-28 18:24:06,2024-02-28 18:30:23,0,148.71.6.34,100,376,1,2024-02-28 18:30:23,R_2lzfQNm3LfWQEqR,,,,,38.7677,-9.3006,anonymous,EN,1,,1,3,"i tried to match the trend of the data with the sample on the right even thought in some cases it wasnt possible therefore i had to choose the option of the sample not being close enough to represent the trend
",1,,23,3,3,2,0,0,3,at the beggining i didnt understand the goal very clearly but after the first example i was able to figure what i was suposed to do,5fabf06f8ac4180b6b16790e,na,na,32437,32437,32437,apps,hidden,fraud,mnist,pollution,maxmin,outlier,vas,random,blue,3000,na,stl,1,4,mnist,random
2024-02-28 18:22:31,2024-02-28 18:30:44,0,41.13.140.106,100,492,1,2024-02-28 18:30:44,R_5rHplTYbysaoRfD,,,,,-29.8556,31.0449,anonymous,EN,1,1,,2,I stopped whenever the sample did not resemble the original and I used the same technique throughout the experiment,2,,27,6,,,,,3,,612e9f475bdeddef8ce8071e,na,21624,na,32437,14416,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,750,1000,lts,2,5,pollution,random
2024-02-28 18:22:43,2024-02-28 18:30:45,0,85.254.74.174,100,482,1,2024-02-28 18:30:46,R_39Uti2x6x4JgQj7,,,,,56.9496,24.0978,anonymous,EN,1,2,,2,"No, I looked for the key similarities and where the most data points were observed, depending on that I could decide till when the sample data looked similar enough to the original.",2,,21,3,0,0,0,0,3,,6105c826905d93532f4c8cd3,na,na,4271,1266,32437,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,500,600,lts,5,2,hidden,vas
2024-02-28 18:27:23,2024-02-28 18:30:47,0,175.39.162.182,100,204,1,2024-02-28 18:30:48,R_4p9M86ucacnJiKL,,,,,-37.8812,145.1656,anonymous,EN,1,,1,2,as long as the trend is similar to the original,2,,39,9,1,0,10,,3,no,5e243c063d2e1b6bcce4c82f,na,6407,21624,9611,1266,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,500,1400,stl,2,2,hidden,maxmin
2024-02-28 18:23:50,2024-02-28 18:30:49,0,181.163.77.165,100,419,1,2024-02-28 18:30:50,R_7lxAilV64xFIpkt,,,,,-34.982,-71.232,anonymous,EN,1,,1,3,Just trying to find the most similar sample like the examples suggested.,1,,29,6,0,0,0,0,2,No,5d474ed70f79810001c36084,na,na,1266,6407,14416,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,2500,na,stl,4,1,apps,vas
2024-02-28 18:23:16,2024-02-28 18:30:50,0,78.10.207.0,100,454,1,2024-02-28 18:30:51,R_2w0uwwklYflZQPm,,,,,52.2296,21.0067,anonymous,EN,1,,2,2,I tried the strategy of minimalism of points in picture and I tried to find all characterictics to the picture be the same as the original.,2,,22,6,2,0,2,,2,The survey is interesting ;),605b52d6903ac0311ac2f941,844,32437,32437,14416,563,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,1500,na,stl,5,3,fraud,random
2024-02-28 18:24:36,2024-02-28 18:31:06,0,188.251.139.114,100,390,1,2024-02-28 18:31:07,R_2dRKRi2TVfygC5a,,,,,41.5329,-8.6102,anonymous,EN,1,,2,3,based on the patterns of the images,1,,39,6,0,0,0,0,3,no,602ae9e3338e8e1df07284b4,9611,9611,na,14416,844,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,2500,na,stl,2,1,apps,blue
2024-02-28 18:25:27,2024-02-28 18:31:21,0,89.64.58.141,100,353,1,2024-02-28 18:31:21,R_5EEI3jjtIHYvHrp,,,,,50.0585,19.9342,anonymous,EN,1,1,,3,I tried to achieve a very similar pattern so that someone could see the pattern from the original sample.,1,,28,2,0,0,0,0,3,,5de52f36a91be34a4ea35c71,na,2848,2848,9611,6407,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,1500,na,lts,2,2,hidden,maxmin
2024-02-28 18:21:45,2024-02-28 18:31:21,0,94.63.229.179,100,576,1,2024-02-28 18:31:22,R_2AKVEmccSfbAptW,,,,,38.7373,-9.1945,anonymous,EN,1,2,,3,I had the same strategy for each visualization,2,,19,3,0,0,0,,3,no,6102036fb0b75f1b720e6861,na,na,32437,32437,32437,apps,hidden,fraud,mnist,pollution,vas,random,blue,maxmin,outlier,200,na,lts,4,2,hidden,random
2024-02-28 18:27:01,2024-02-28 18:31:21,0,84.2.246.205,100,260,1,2024-02-28 18:31:22,R_6NJ1b0XTHC8RLIo,,,,,48.0978,20.7884,anonymous,EN,1,,1,2,,1,,24,6,2,2,4,0,2,-,59bda1adab8d830001fe5e4b,32437,na,32437,32437,844,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,2000,na,stl,3,2,hidden,blue
2024-02-28 18:19:20,2024-02-28 18:31:25,0,94.61.105.41,100,724,1,2024-02-28 18:31:25,R_3cxdv9qndiO6uQ1,,,,,41.1765,-8.6877,anonymous,EN,1,2,,2,"The strategy was the same. I slid the slide until the sample had no visual correlation with the original image. So if I show the image of the sample, the interpretation of the graph will be the same, and when I thought this was no longer the case, I stopped.",1,,27,7,1,2,2,,3,,6052b0d0dc7dc26036979852,32437,na,1898,14416,1266,apps,hidden,fraud,mnist,pollution,random,blue,maxmin,outlier,vas,500,na,lts,3,4,mnist,outlier
2024-02-28 18:24:27,2024-02-28 18:31:26,0,70.77.202.94,100,418,1,2024-02-28 18:31:26,R_1S4JWxl6sW8KKFb,,,,,51.1467,-114.3133,anonymous,EN,1,,2,2,"I looked for what I considered key characteristics, for example a distinct clump of data, or a spike in the graph, and looked for the nearest sample where I thought those key characteristics were distinct enough.",2,,27,2,0,0,0,0,2,,5d0c1fd958b4040001b67b83,na,2848,21624,14416,6407,apps,hidden,fraud,mnist,pollution,blue,maxmin,outlier,vas,random,1000,na,stl,2,3,fraud,outlier
2024-02-28 18:26:43,2024-02-28 18:31:30,0,178.18.169.42,100,286,1,2024-02-28 18:31:30,R_4asrgQ4YHQhiruP,,,,,47.7314,16.4044,anonymous,EN,1,1,,2,I just compared both figures and it was mostly based on my first-reaction to it.,1,,19,2,0,0,0,0,2,,658050a64cb63eb1b2980a47,6407,4271,6407,6407,32437,apps,hidden,fraud,mnist,pollution,outlier,vas,random,blue,maxmin,200,na,lts,5,1,apps,outlier
