StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,extremum,clusters,distribution,filter,anomalies,derived,range_1,range_2,retrieve,order_2,order_3,order_1,order_5,order_4,order_6,vlat-1,vlat-2,vlat-3,vlat-4,gender,gender_5_TEXT,age,education,experience_1,experience_2,experience_3,experience_4,Q1,Q2.1,PROLIFIC_PID,condition,method,correlation
2024-03-23 17:23:44,2024-03-23 17:35:26,0,86.171.105.49,100,702,1,2024-03-23 17:35:27,R_3OVoCMQEGg0r9hM,,,,,50.8696,-1.3091,anonymous,EN,1,4300,11,2,"14,16,17,18",3,4.6,6800,23700,3,2,3,1,6,5,4,1,1,1,1,2,,31,8,1,0,3,0,3,,5e67c30d1787b303c855ceaa,A,blue,85
2024-03-23 17:22:11,2024-03-23 17:35:38,0,90.207.59.28,100,806,1,2024-03-23 17:35:38,R_8zCOubzDvMxNhYa,,,,,51.6486,-3.2437,anonymous,EN,1,28000,11,2,"15,16,17,18,19,20,21,22",3,3.5,7000,23000,3,2,3,1,5,6,4,1,1,1,1,1,,41,3,0,0,0,0,3,,5ece9e3b3a19db0cf5af6692,B,maxmin,73
2024-03-23 17:23:40,2024-03-23 17:35:59,0,90.200.158.160,100,738,1,2024-03-23 17:35:59,R_3JKI6qTinL3FxE6,,,,,51.5074,-0.1196,anonymous,EN,1,11500,10,4,"16,18,20,22",2,5.5,7500,24000,2.2,2,3,1,5,4,6,1,1,1,1,2,,26,7,0,0,0,0,3,,638a8c63c74f91261108cebf,B,random,83
2024-03-23 17:20:15,2024-03-23 17:36:07,0,86.27.14.43,100,952,1,2024-03-23 17:36:08,R_1G1BDTfn3wjRNyp,,,,,53.034,-2.1469,anonymous,EN,1,4900,11,6,18,3,7,6500,24000,3,2,3,1,6,5,4,1,1,1,1,1,,59,3,0,0,0,0,3,ENJOYED DOING THIS TASK-MADE ME THINK,6445b13023ac3b3eb202881f,A,blue,95
2024-03-23 17:24:02,2024-03-23 17:36:27,0,82.21.98.197,100,745,1,2024-03-23 17:36:28,R_6xizVPAWgYWTlbr,,,,,54.5396,-5.975,anonymous,EN,1,29000,7,6,"15,16,17,18,19,20,21,22",4,9,6000,23000,3,2,3,1,5,6,4,1,1,1,1,1,,45,7,1,2,0,0,3,,6039627d1f94c1410e17dacb,B,vas,10
2024-03-23 17:22:11,2024-03-23 17:36:40,0,173.75.129.178,100,869,1,2024-03-23 17:36:40,R_5jx0n0Nddu4k52R,,,,,40.5037,-80.0683,anonymous,EN,1,5500,7,6,"15,16,17,18,19",2,6.5,6750,23500,2,2,3,1,6,4,5,1,1,1,1,2,,27,7,50,16,8,0,3,,65f4719fac224650dd5ea096,B,outlier,76
2024-03-23 17:22:57,2024-03-23 17:36:40,0,185.69.144.131,100,822,1,2024-03-23 17:36:40,R_2gu00NYP9ATDCC0,,,,,51.4964,-0.1224,anonymous,EN,1,5500,10,2,"15,16,17,18,19",6,5,6000,24000,2,2,3,1,6,4,5,1,1,1,1,1,,44,3,0,0,0,0,3,,632361bf965e0257e6052357,B,outlier,93
2024-03-23 17:26:08,2024-03-23 17:37:01,0,107.145.76.180,100,652,1,2024-03-23 17:37:01,R_3RsBRysYmD0Su4d,,,,,28.9351,-81.9903,anonymous,EN,1,6000,5,6,"15,16,17,18,19",2,15,6000,25000,2,2,3,1,6,4,5,1,1,1,1,2,,64,7,0,0,0,0,3,The graphs were difficult to read and the questions were awkward.,65c8df0fe4188d52174cc6ef,B,outlier,98
2024-03-23 17:26:47,2024-03-23 17:37:12,0,82.23.76.178,100,624,1,2024-03-23 17:37:12,R_31ifLDCJ4Vo11fg,,,,,51.5113,-0.2714,anonymous,EN,1,2500,6,4,"14,15,16,18",3,5,7.5,24,2,3,2,1,5,6,4,1,1,1,1,2,,32,6,0,0,0,1 (GCSEs),3,,6544fd20e72a1f5fef437344,A,outlier,91
2024-03-23 17:18:11,2024-03-23 17:37:16,0,185.69.144.65,100,1144,1,2024-03-23 17:37:16,R_2mkJMojVh7BO8Ny,,,,,51.4964,-0.1224,anonymous,EN,1,4900,7,6,16,3,3.3,7500,24000,3,2,3,1,6,5,4,1,1,0,1,1,,71,7,1,1,50,0,3,,5ee4c4b42c280d1cd26cfe3d,A,blue,63
2024-03-23 17:26:27,2024-03-23 17:37:17,0,92.239.212.212,100,650,1,2024-03-23 17:37:17,R_1o5zHFbItuUPWhf,,,,,56.4806,-2.9358,anonymous,EN,1,8000,9,2,16,4,7.5,7500,25000,2.5,2,3,1,5,4,6,1,1,1,1,1,,22,2,1,0,3,0,3,,5ea950e4befef302772be716,B,blue,100
2024-03-23 17:27:27,2024-03-23 17:37:41,0,81.131.192.168,100,614,1,2024-03-23 17:37:41,R_2R6TTp3jX7aEpGN,,,,,52.4512,-2.1173,anonymous,EN,1,29000,10,2,16,4,7.5,16500,25000,3.2,2,3,1,5,6,4,1,1,1,1,1,,23,3,0,0,5,3,2,"Can be quite visually taxing, particularly the dot charts. think it was down to the colour contrast.",5c03d6e329abc00001992f4c,B,maxmin,80
2024-03-23 17:13:26,2024-03-23 17:37:49,0,76.130.101.6,100,1463,1,2024-03-23 17:37:50,R_2Vo8AvOykulLatX,,,,,39.5884,-105.0776,anonymous,EN,1,5000,10,4,"15,16,20",2,2.5,7000,24000,3.5,2,3,1,5,4,6,1,1,1,1,1,,39,6,0,0,0,0,3,No. Hope you are having a great day :),5a221ea4681a240001ff4147,A,random,80
2024-03-23 17:19:03,2024-03-23 17:37:59,0,82.18.254.164,100,1135,1,2024-03-23 17:37:59,R_2aQg7Z0DODxT2F7,,,,,51.4743,-0.0928,anonymous,EN,1,2500,1000,6,"14,15,16,18",3,3,7000,23000,2,3,2,1,5,6,4,1,1,1,1,1,,57,6,1,0,0,0,3,,65afc9bd5c87be70ab5d4be5,A,outlier,100
2024-03-23 17:19:12,2024-03-23 17:38:20,0,90.197.254.229,100,1148,1,2024-03-23 17:38:21,R_3CwFqTTAOcz0NF7,,,,,52.3636,-0.6789,anonymous,EN,1,29000,12,6,"6,13,18,20",4,14.5,7000,25000,3.5,2,3,1,5,6,4,1,0,1,0,2,,73,3,0,0,55,0,3,This was very different to projects I have participated in before. Thank you for the experience,5eac0b9a3617310432c834a1,B,maxmin,45
2024-03-23 17:20:42,2024-03-23 17:38:38,0,86.159.4.229,100,1076,1,2024-03-23 17:38:39,R_2GVVCSmszFYhQHO,,,,,53.3553,-1.5633,anonymous,EN,1,6000,8,6,"15,16,17,18,19",3,6,6500,24000,2,2,3,1,6,4,5,1,1,1,1,1,,62,7,0,0,0,0,3,"No, all good thanks.",609ead232ea62ae4a66e760c,B,outlier,81
2024-03-23 17:28:47,2024-03-23 17:38:45,0,84.66.216.234,100,598,1,2024-03-23 17:38:46,R_2NXsSP3MkwUpss1,,,,,52.3958,-1.4796,anonymous,EN,1,6000,50,2,19,5,7.5,500,1000,3,2,3,1,6,4,5,1,1,1,1,1,,40,7,0,0,0,0,3,,5fe0b5ce0a5e7fa320d39a3a,B,outlier,89
2024-03-23 17:21:10,2024-03-23 17:38:49,0,188.221.46.247,100,1059,1,2024-03-23 17:38:49,R_1rMRfmTolhjP6EL,,,,,51.5209,-3.0915,anonymous,EN,1,28000,10,6,"15,16,17,18,19,20,21,22",6,5,6500,24500,3,2,3,1,4,6,5,1,1,1,0,2,,51,3,0,0,0,0,3,,60dcbb9b52603d2081d2ecac,A,maxmin,6
2024-03-23 17:24:52,2024-03-23 17:38:57,0,82.44.224.184,100,845,1,2024-03-23 17:38:58,R_2e8fRJxBOfnkcq1,,,,,50.3989,-4.1727,anonymous,EN,1,5500,9,2,"15,16,17,18,19",4,4,7000,24000,2,2,3,1,6,4,5,1,1,1,1,2,,29,7,1,1,7,0,3,,598b5aad3085380001163e51,B,outlier,85
2024-03-23 17:27:03,2024-03-23 17:38:59,0,77.102.214.163,100,716,1,2024-03-23 17:39:00,R_2pvbIyZQJcjni8h,,,,,54.524,-1.3364,anonymous,EN,1,28000,10,2,"17,18,19,20,21",3,5,6500,23500,3,2,3,1,5,6,4,1,1,1,1,1,,27,6,1,0,5,0,2,,5a8ad2082a842c0001fce0f2,B,maxmin,13
2024-03-23 17:16:32,2024-03-23 17:39:46,0,86.19.117.109,100,1393,1,2024-03-23 17:39:46,R_1GJBoccZOA9CGB3,,,,,51.5752,0.1875,anonymous,EN,1,2500,6,2,"14,15,16,18",3,3.0,7000,24000,2,3,2,1,5,6,4,1,1,1,1,1,,26,6,0,0,0,0,3,,5c8c22bafeeaeb0016207a00,A,outlier,82
2024-03-23 17:28:38,2024-03-23 17:39:47,0,86.31.250.125,100,668,1,2024-03-23 17:39:48,R_2QbFH4sEQmbyIcu,,,,,54.9912,-1.5336,anonymous,EN,1,4500,50,2,18,3,3.8,6500,24950,3,2,3,1,6,5,4,1,1,1,1,1,,29,6,0,0,0,0,3,,5702fde2d4cf7f00089471f3,A,blue,80
2024-03-23 17:22:07,2024-03-23 17:39:48,0,86.130.103.96,100,1060,1,2024-03-23 17:39:49,R_4HjjgRHPzXkVhiq,,,,,51.4528,-0.109,anonymous,EN,1,28000,6,2,"16,17,18,19,20,21",5,18,7000,23000,3,2,4,1,5,3,6,1,1,1,0,2,,50,7,1,1,20,0,3,,659d874e294242ce3de681c8,A,vas,76
2024-03-23 17:17:43,2024-03-23 17:39:48,0,85.255.233.53,100,1325,1,2024-03-23 17:39:49,R_2nJzqQfU2KXlfmF,,,,,51.4964,-0.1224,anonymous,EN,1,5500,9,6,"15,16,17,18,19",3,5,6000,2400,2,2,3,1,6,4,5,1,1,1,1,1,,27,6,0,0,0,0,2,,65369a9e8931f8ca2bcf84fc,B,outlier,90
2024-03-23 17:25:51,2024-03-23 17:39:52,0,188.29.25.52,100,840,1,2024-03-23 17:39:53,R_3mmf3KVDGU3PYX6,,,,,51.5277,0.0252,anonymous,EN,1,29000,8,4,"4,5,6,7",3,10,500,2400,3,2,3,1,5,6,4,0,1,1,1,2,,39,4,0,0,0,0,3,,60ee1474e6467957994ce2ff,B,vas,100
2024-03-23 17:14:14,2024-03-23 17:40:12,0,81.145.101.2,100,1558,1,2024-03-23 17:40:13,R_2SUAXkJwMG3tcOJ,,,,,51.2997,-0.4565,anonymous,EN,1,12000,3,6,"16,18,20,22",3,2.5,8000,25000,2,2,3,1,5,4,6,1,1,1,1,2,,47,7,0,0,0,0,3,,5c3bce3abef9a20001e477ed,B,random,9
2024-03-23 17:18:08,2024-03-23 17:40:28,0,92.1.109.153,100,1340,1,2024-03-23 17:40:29,R_4Cx2gQ8BtuY0LfK,,,,,51.4003,0.5291,anonymous,EN,1,29000,8,2,"16,17,18,19,20,21,22",3,5.0,0.0,5000,3,2,3,1,4,6,5,1,1,1,0,2,,74,6,0,0,0,0,3,,5991efc7b83f800001a5e431,A,maxmin,40
2024-03-23 17:28:53,2024-03-23 17:41:05,0,80.5.197.205,100,731,1,2024-03-23 17:41:06,R_2O6YulvK5le6J9i,,,,,52.2242,0.1315,anonymous,EN,1,7700,9,2,"15,16,17,18",3,4.5,6500,24000,2.7,2,3,1,5,4,6,1,1,1,1,1,,49,7,0,0,10,0,3,,59feed1da383a100011b3eaa,B,blue,75
2024-03-23 17:15:46,2024-03-23 17:41:22,0,86.164.170.118,100,1535,1,2024-03-23 17:41:23,R_48CkBNr7uoi7oSG,,,,,50.8696,-1.3091,anonymous,EN,1,2800,9,6,3,6,8,7000,2300,3,2,3,1,6,5,4,1,1,1,1,2,,66,6,0,0,0,0,3,,5d2e3cdf6835130001aa16f0,B,vas,68
2024-03-23 17:18:28,2024-03-23 17:42:05,0,81.154.64.240,100,1416,1,2024-03-23 17:42:06,R_35MtYlpydTEK2t3,,,,,54.0958,-2.2814,anonymous,EN,1,27000,1.5,2,16,6,15,2500,27000,4,1,2,3,4,5,6,1,0,1,1,2,,31,6,1,0,0,0,3,,5918774ba391f200011b281f,A,vas,53
2024-03-23 17:32:17,2024-03-23 17:42:43,0,2.126.209.140,100,626,1,2024-03-23 17:42:43,R_4i2UcRuNOJ7IamT,,,,,51.5033,-0.6894,anonymous,EN,1,29000,9,2,"17,18,19,20,21",3,7,7300,23500,3,2,3,1,5,6,4,1,1,1,1,2,,27,7,4,1,8,0,2,,603e598a6cdbdc000aa9abdf,B,vas,61
2024-03-23 17:28:29,2024-03-23 17:42:46,0,217.39.253.234,100,856,1,2024-03-23 17:42:46,R_4KWXAaXYwhLhZ9n,,,,,52.8996,-1.2714,anonymous,EN,1,6000,9,1,"17,18,19",3,5,6000,23000,2,2,3,1,5,4,6,1,1,1,1,1,,60,2,0,0,0,0,3,found it very interesting,5b9e9390864aa900018eb8f0,B,outlier,74
2024-03-23 17:23:31,2024-03-23 17:42:48,0,109.145.166.29,100,1157,1,2024-03-23 17:42:49,R_3c7Zar9IMYXBv8d,,,,,56.4806,-2.9358,anonymous,EN,1,29000,14,6,"16,17,18,19,20,21,22",4,3.67,7000,23000,2.8,2,3,1,4,6,5,1,1,1,1,2,,23,3,0,0,0,in 2nd year of uni,3,,65fb093795e5692e8c8639c9,A,maxmin,5
2024-03-23 17:29:23,2024-03-23 17:43:13,0,24.62.130.192,100,829,1,2024-03-23 17:43:13,R_2kokC9AHOVsG3lf,,,,,43.2881,-70.8584,anonymous,EN,1,2500,5,2,"14,15,16,18",3,5,6000,23000,2.1,3,2,1,5,6,4,1,1,1,1,2,,30,6,1,0,0,0,3,no,60ff0cdb838c0da9d40d21c5,A,outlier,57
2024-03-23 17:30:11,2024-03-23 17:43:15,0,90.243.44.184,100,784,1,2024-03-23 17:43:16,R_80jKYFAbCF1rRn3,,,,,51.5943,-0.2491,anonymous,EN,1,28000,40,2,"14,15,16,17,18,19,20,21,22",5,16,7500,24000,3.3,2,3,1,5,4,6,1,1,1,0,1,,24,3,0,0,0,0,3,,5fed47cfcb429d79af4f8ded,A,vas,60
2024-03-23 17:22:24,2024-03-23 17:43:17,0,145.40.135.72,100,1253,1,2024-03-23 17:43:18,R_2lIuoUfbtKCBoc1,,,,,51.2887,-0.7957,anonymous,EN,1,4800,6,4,"14,16,17,18",4,5.0,7000,23500,3,2,3,1,6,5,4,1,1,1,1,1,,57,2,0,0,40,0,3,very enjoyable,5ebaa1ff940078000b52ebf4,A,blue,82
2024-03-23 17:28:49,2024-03-23 17:45:01,0,152.37.83.179,100,972,1,2024-03-23 17:45:02,R_2NkbjwhS7wnVznx,,,,,51.5026,-0.0668,anonymous,EN,1,28000,15,6,"15,16,17,18,19,20,21,22",3,7.5,7000,24000,3,2,3,1,4,6,5,1,1,1,1,1,,40,7,0,0,0,0,3,,65fc193a88719c667afc4451,A,maxmin,70
2024-03-23 17:26:18,2024-03-23 17:45:23,0,78.145.79.147,100,1144,1,2024-03-23 17:45:23,R_2AgGEtnlFV8aSMV,,,,,51.4892,-0.4828,anonymous,EN,1,29000,10,2,17,4,17.5,1000,2500,4,2,3,1,4,6,5,1,1,1,0,2,,63,2,0,5,0,0,3,,5b742314dabac600010daff6,A,maxmin,80
2024-03-23 17:22:43,2024-03-23 17:45:34,0,84.69.240.112,100,1371,1,2024-03-23 17:45:35,R_2ote8FqNEL9ix5D,,,,,53.6478,-1.781,anonymous,EN,1,4900,9,2,"14,15,16,20",3,2.4,6500,24000,2,2,3,1,5,4,6,1,1,1,1,1,,54,3,0,0,0,0,3,,5ceecd8f12495000011572be,A,random,94
2024-03-23 17:24:11,2024-03-23 17:46:10,0,5.151.85.157,100,1318,1,2024-03-23 17:46:10,R_31pktc4rP7ImAjt,,,,,54.9742,-1.615,anonymous,EN,1,5000,10,2,"14,15,16,20",3,2.5,7000,25000,2,2,3,1,5,4,6,1,1,1,1,2,,33,8,1,1,6,0,2,,63132c7e0b4733d48ebd42a4,A,random,80
2024-03-23 17:28:16,2024-03-23 17:46:15,0,213.78.9.143,100,1079,1,2024-03-23 17:46:16,R_4o15SmftyOXnSj1,,,,,51.521,-3.2037,anonymous,EN,1,29000,7,6,"17,18,19,20",2,10,6000,24000,3,2,3,1,6,5,4,1,1,1,1,2,,27,3,0,0,0,0,2,,5eb73238d312a466035e9645,B,vas,24
2024-03-23 17:31:24,2024-03-23 17:47:13,0,213.122.248.175,100,949,1,2024-03-23 17:47:13,R_2G99WmdyEwNmUdr,,,,,55.9751,-3.5996,anonymous,EN,1,4700,40,2,"14,15,16,20",3,2.5,7000,25000,2,2,3,1,5,4,6,1,1,1,1,2,,33,7,20,5,7,0,3,,60da52bf65d411616da8d86d,A,random,91
2024-03-23 17:26:45,2024-03-23 17:49:00,0,82.29.46.115,100,1334,1,2024-03-23 17:49:00,R_8we2gfBLim4bfcR,,,,,55.9135,-4.4084,anonymous,EN,1,11000,10,6,19,2,4.8,6000,25000,2.1,2,3,1,5,4,6,0,1,1,1,1,,64,6,0,0,0,0,3,,6377b2f86b8b9b469d7cee77,B,random,70
2024-03-23 17:28:17,2024-03-23 17:49:08,0,92.13.16.195,100,1251,1,2024-03-23 17:49:09,R_2go5AGsbU7NYI3P,,,,,55.9025,-4.1085,anonymous,EN,1,4900,22,4,"14,15,16,20",2,2.23,6000,23000,2,2,3,1,5,4,6,1,1,1,1,1,,60,6,0,0,0,0,3,There was one question with a scatter chart and I really didn't understand the question and I answered 22???,5f98a1ee466c461ab0067571,A,random,78
2024-03-23 17:36:56,2024-03-23 17:49:46,0,145.40.128.46,100,769,1,2024-03-23 17:49:47,R_2lPuh3zBySorZOi,,,,,50.82,-1.0664,anonymous,EN,1,6000,10,6,"16,17,18,19",4,5.0,6000,24000,2,2,3,1,6,4,5,1,1,1,1,1,,51,6,1,0,0,0,3,No problems,63654d0e99f5b917e61dffac,B,outlier,72
2024-03-23 17:26:03,2024-03-23 17:50:27,0,80.189.208.243,100,1463,1,2024-03-23 17:50:27,R_4sjONKjPITLyoWd,,,,,53.8554,-1.5492,anonymous,EN,1,4800,13,2,"2,18",3,6.5,1000,2300,2.8,2,3,1,6,5,4,1,1,1,0,2,,54,3,0,0,0,0,3,"it was an interesting survey, I know little about statistics, but find them interesting ,and would be curious to know how many of the questions I got right",5e90d908621d9b40667fc3d5,A,blue,65
2024-03-23 17:29:54,2024-03-23 17:51:42,0,90.247.151.11,100,1308,1,2024-03-23 17:51:42,R_1Xpn0xYG36d6x2n,,,,,55.8473,-4.1825,anonymous,EN,1,30000,6,6,"16,17,18,19,20,21,22",3,7,6000,25000,3.1,2,3,1,5,6,4,1,1,1,1,2,,39,6,2,0,15,0,2,,5fd6b4a35025425f9acafb30,B,maxmin,71
2024-03-23 17:23:38,2024-03-23 17:51:59,0,109.149.96.172,100,1701,1,2024-03-23 17:51:59,R_6LqFU7NPkxG0oE2,,,,,51.3464,0.7372,anonymous,EN,1,7500,11,2,"14,15,16,17,18",2,5,2000,30000,2.5,2,3,1,5,4,6,1,1,1,0,1,,21,5,2,2,1,0,3,,6290fea2c6e6821bf8d3c606,B,blue,50
2024-03-23 17:41:32,2024-03-23 17:52:33,0,77.97.54.19,100,661,1,2024-03-23 17:52:34,R_3lA0ZS4YnbLfYkn,,,,,51.4535,-2.5917,anonymous,EN,1,28500,6,6,"16,17,18,19,20,21",2,7.2,7000,24000,3,2,3,1,4,6,5,1,1,1,1,1,,26,2,0,0,8,0,3,No comments.,63ea85f2e1c8032a3121a505,A,maxmin,60
2024-03-23 17:24:42,2024-03-23 17:53:48,0,81.101.33.156,100,1746,1,2024-03-23 17:53:49,R_2kcQcGDyjjT8qhl,,,,,53.5651,-0.6375,anonymous,EN,1,29000,9,6,"15,16,17,18,19,20,21,22",3,12,7000,24000,2.9,2,3,1,5,4,6,1,1,1,1,1,,40,6,1,0,15,0,3,,5eac39578621a7067ae955eb,A,vas,84
2024-03-23 17:41:57,2024-03-23 17:59:01,0,81.78.63.84,100,1023,1,2024-03-23 17:59:01,R_7787sUu87FqgBX9,,,,,52.5718,-1.3458,anonymous,EN,1,29000,12,2,"14,15,16,17,18,19,20,21,22",3,8,7000,24000,3,2,3,1,6,5,4,1,1,1,1,2,,26,6,0,0,0,0,3,,6034cb7ee10e21aaad71814a,B,vas,58
2024-03-23 17:23:00,2024-03-23 18:00:27,0,37.152.207.93,100,2247,1,2024-03-23 18:00:28,R_2pr4peSdK2iXXTX,,,,,51.703,-2.9071,anonymous,EN,1,4000,10,2,"14,15,16,20",3,100,6000,25000,2,2,3,1,5,4,6,1,1,1,1,2,,69,2,0,0,0,0,3,Interesting,5bb20c4ce05c350001ef337e,A,random,83
2024-03-23 17:24:14,2024-03-23 18:00:54,0,86.3.38.23,100,2199,1,2024-03-23 18:00:54,R_7B4Kw4w8CZKGOpX,,,,,54.0001,-1.5352,anonymous,EN,1,2.9,4,6,18,5,4.0,7000,22000,2.2,3,2,1,5,6,4,1,1,1,0,1,,56,6,0,0,0,0,2,,5c635a08e30ff200016badb9,A,outlier,42
2024-03-23 17:11:50,2024-03-23 18:23:17,0,86.13.108.74,100,4286,1,2024-03-23 18:23:18,R_22zl0oNFNeXJWtT,,,,,51.6552,-0.3879,anonymous,EN,1,3000,5,2,"15,18",2,6.5,7000,230000,2,3,2,1,5,6,4,1,1,1,1,2,,77,6,1,0,0,0,3,It was getting rather boring!,5a6f6e3a6923df0001ef8f8d,A,outlier,41
2024-03-23 18:15:30,2024-03-23 18:24:36,0,51.6.157.54,100,545,1,2024-03-23 18:24:36,R_5gMTYaRWzuijWTL,,,,,55.8306,-4.2593,anonymous,EN,1,28500,10,2,"16,17,18,19,20,21",5,5.0,6000,24000,3.1,2,3,1,5,6,4,1,1,1,1,2,,33,7,0,0,3,0,2,no,65cb7fb3c92049804c780e18,B,maxmin,50
2024-03-23 18:15:19,2024-03-23 18:28:03,0,109.155.11.19,100,764,1,2024-03-23 18:28:03,R_2d6w9G8EOLzaxqc,,,,,54.7851,-1.6292,anonymous,EN,1,8000,10,6,"15,16,17,18",3,4.0,6000,24000,2.7,2,3,1,5,4,6,1,1,1,1,1,,55,3,1,0,0,0,3,,5bb7b83ab791890001f4fd90,B,blue,85
2024-03-23 18:15:27,2024-03-23 18:29:11,0,81.102.131.72,100,823,1,2024-03-23 18:29:11,R_50z7UYVOhfIYKzf,,,,,51.4647,-0.0509,anonymous,EN,1,11000,10,6,"16,18,20,22",2,2.5,7000,24000,2,2,3,1,5,4,6,1,1,1,1,1,,39,6,0,0,0,0,3,Some of the graphs were hard to read because of the blank background with no lines.,5aa856d0f6dfdd0001eb1823,B,random,90
2024-03-23 18:23:45,2024-03-23 18:30:14,0,73.216.43.204,100,389,1,2024-03-23 18:30:15,R_7So7EbvVrWWlaGR,,,,,38.271,-77.5495,anonymous,EN,1,2.9,10,2,"14,15,16,18",5,4,500,3000,2,3,2,1,5,6,4,1,1,1,1,2,,24,6,0,0,0,0,2,,60fcc359b546eee814672fab,A,outlier,100
2024-03-23 18:15:19,2024-03-23 18:38:30,0,87.114.103.125,100,1391,1,2024-03-23 18:38:31,R_4g7TjK66bHUsFWg,,,,,53.4155,-2.122,anonymous,EN,1,2.9,10,6,"14,15,16,20",3,2.5,7000,24000,2.1,2,3,1,5,4,6,1,1,1,1,1,,48,2,0,0,0,0,3,no.,5eb29fdddac67500082c1089,A,random,96
2024-03-23 18:24:33,2024-03-23 18:41:21,0,82.0.90.114,100,1007,1,2024-03-23 18:41:21,R_7HtMJkE66yQW5UJ,,,,,51.5565,0.134,anonymous,EN,1,6000,5,6,"15,16,17,18,19",3,5.0,6500,23000,2,2,3,1,5,4,6,1,1,1,1,1,,34,2,5,2,15,1,3,,65c656902030452cad69ec42,B,outlier,50
2024-03-23 18:45:28,2024-03-23 18:52:24,0,86.20.39.59,100,416,1,2024-03-23 18:52:25,R_8qfhZgk6qvZewv0,,,,,53.5621,-0.0808,anonymous,EN,1,7500,10,2,"16,17,18",2,5,7500,22500,3,2,3,1,5,4,6,1,1,1,1,2,,66,2,5,5,24,0,3,,64a9858be9b52e570ffb3c1e,B,blue,86
2024-03-24 09:03:51,2024-03-24 09:13:01,0,86.180.214.136,100,550,1,2024-03-24 09:13:02,R_3NfCFoHNMZbSk1M,,,,,53.9275,-3.0053,anonymous,EN,1,28000,3,2,"7,19",3,15,7000,22000,2.5,5,4,6,2,3,1,1,1,1,1,1,,31,6,1,0,0,0,3,No,5f305c9cf7fabe4adaf0de5d,A,vas,10
2024-03-24 09:03:40,2024-03-24 09:15:28,0,73.113.155.123,100,707,1,2024-03-24 09:15:29,R_2GC6wR9z57TEjtr,,,,,36.0627,-83.6579,anonymous,EN,1,28000,7,6,"17,18,19,20,21,22",2,15,7000,26000,1.2,2,3,1,5,4,6,1,1,1,1,2,,60,6,1,0,0,0,3,All was good.,5c6ae4c31b9d0e000190bacc,A,vas,100
2024-03-24 09:13:04,2024-03-24 09:24:56,0,5.68.9.126,100,711,1,2024-03-24 09:24:56,R_8BnZcDkUvHYfbMi,,,,,52.5876,-1.9828,anonymous,EN,1,28000,50,5,"15,16,17,18,19,20,21,22",2,12,6500,24000,2.9,2,3,1,5,4,6,1,1,1,1,1,,38,3,0,0,0,0,2,,5caccbc4976d010014b9cd9d,A,vas,53
2024-03-24 09:07:59,2024-03-24 09:35:03,0,216.120.189.72,100,1624,1,2024-03-24 09:35:03,R_4lPotzhbQEMdwou,,,,,51.5074,-0.1196,anonymous,EN,1,30000,6,2,"16,17,18,19,20,21,22",6,35,7000,25000,2.8,2,3,1,5,4,6,1,1,1,0,1,,43,7,3,1,1,0,3,,6384cfc62b6bf7a232ade8cb,A,vas,15
2024-03-24 09:04:17,2024-03-24 09:35:46,0,99.10.68.6,100,1888,1,2024-03-24 09:35:47,R_545FY1Hl6RuBlRz,,,,,32.7449,-117.165,anonymous,EN,1,29000,7,6,21,3,9,200,24000,3,2,3,1,5,4,6,1,1,1,1,1,,32,6,1,1,5,0,3,,602fd11faa844cd2d0fd5818,A,vas,92
2024-03-24 09:45:02,2024-03-24 09:51:37,0,90.206.30.175,100,394,1,2024-03-24 09:51:37,R_5gnJZDHjD1q8CzS,,,,,53.4604,-3.0176,anonymous,EN,1,28000,9,2,"16,17,18,19,20",3,12,6800,24200,3,2,3,1,4,6,5,1,1,1,1,1,,21,6,1,0,0,0,3,,60fd9b084a91f75f655da04f,A,maxmin,15
2024-03-24 10:19:56,2024-03-24 10:31:43,0,42.0.7.244,100,706,1,2024-03-24 10:31:44,R_4IYQHizMiEz5I3g,,,,,24.8629,90.8344,anonymous,EN,1,28000,8,6,"16,17,18,19,20,21,22",4,7,7000,25000,3.25,2,3,1,5,6,4,1,1,1,1,1,,26,6,2,0,0,1,3,I found it interesting,63ea4564de250efaacb1cceb,B,vas,54
2024-03-25 11:17:36,2024-03-25 11:23:08,0,5.71.26.174,100,332,1,2024-03-25 11:23:09,R_2Z90PBTnMe9UDq9,,,,,55.806,-3.9417,anonymous,EN,1,4750,12,2,18,2,4,0,30000,1.5,2,3,1,6,5,4,1,1,1,1,1,,45,3,0,0,15,0,3,,652158a02fbaf9ea24ed6c49,A,blue,35
2024-03-25 11:19:14,2024-03-25 11:24:25,0,2.222.83.225,100,311,1,2024-03-25 11:24:26,R_6LL7rFKYOm14ZbP,,,,,51.6485,-0.7801,anonymous,EN,1,4950,0,2,"14,16,17,18",4,0,0,0,3,2,3,1,6,5,4,1,1,1,1,2,,21,6,1,0,1,0,3,,60cfd1bd5209d4a24e93bff8,A,blue,61
2024-03-25 11:18:39,2024-03-25 11:28:07,0,51.186.87.222,100,568,1,2024-03-25 11:28:08,R_2YKF6zGWfN5JF1n,,,,,51.4647,-0.0509,anonymous,EN,1,5000,9,2,18,2,7,6000,25000,4,2,3,1,6,5,4,1,1,1,0,2,,38,7,1,0,0,0,3,,5b27c1c0e180f5000108a416,A,blue,47
