StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,check-decrease-1,check-increase-1,check-2,gender,gender_4_TEXT,age,education,experience_1,experience_2,experience_3,experience_4,effort,feedback,PROLIFIC_PID,size00,size01,size,justification,order,method
2024-03-01 08:18:32,2024-03-01 08:24:23,0,189.142.129.182,100,351,1,2024-03-01 08:24:23,R_1339TjJPtYhTsGA,,,,,20.1192,-98.7327,anonymous,EN,1,,1,3,2,,44,7,3,3,20,,2,,5fc8088906bd7a10c6eced41,500,800,32437,,stl,blue
2024-03-01 08:20:21,2024-03-01 08:24:28,0,186.189.92.158,100,247,1,2024-03-01 08:24:29,R_3RYXAuQUnq8ZxER,,,,,-33.4521,-70.6536,anonymous,EN,1,,2,2,1,,33,7,2,0,0,0,3,,5e96195dd7dbe00939d9f042,750,na,32437,"I was guided by the resemblance of the sample to the original, varying as little as possible.",stl,outlier
2024-03-01 08:18:10,2024-03-01 08:24:28,0,85.221.151.15,100,378,1,2024-03-01 08:24:29,R_11FwZIRftdVvmpO,,,,,52.3939,16.891,anonymous,EN,1,2,,3,2,,21,2,4,0,0,,3,this survey was confusing,5fac05059260290f1f1d98ae,500,na,14416,It is hard to find it similar,lts,maxmin
2024-03-01 08:19:38,2024-03-01 08:24:30,0,193.136.60.226,100,291,1,2024-03-01 08:24:30,R_70oHu9Ex70RiJ7r,,,,,41.1691,-8.6793,anonymous,EN,1,1,,2,1,,23,6,0,1,0,,3,,609eff98a4cb6c1e1664cb98,750,na,250,When I think the key pattern is no longer visible,lts,random
2024-03-01 08:19:25,2024-03-01 08:24:31,0,95.92.48.50,100,305,1,2024-03-01 08:24:31,R_54GG2fxb4QNVykb,,,,,38.752,-9.2279,anonymous,EN,1,,1,2,2,,50,5,16,4,23,0,2,,60254506dee01c0432ff5788,3000,1600,na,,stl,outlier
2024-03-01 08:20:19,2024-03-01 08:24:40,0,187.191.36.140,100,261,1,2024-03-01 08:24:41,R_6bnhCrtOgfY4qKR,,,,,19.3837,-99.1757,anonymous,EN,1,2,,2,2,,30,6,0,0,0,0,2,,5ecc71c95c92c2000a9e9a19,750,na,2848,I focused on the main oval shape in the center.,lts,outlier
2024-03-01 08:18:44,2024-03-01 08:24:41,0,152.110.64.96,100,356,1,2024-03-01 08:24:41,R_4futHNn9MkFtur9,,,,,-33.9249,18.4267,anonymous,EN,1,2,,1,1,,21,2,0,0,0,,2,Make it more fun so people can understand it a bit better,6132965ccc912bb9b4a5c3e5,500,200,563,,lts,blue
2024-03-01 08:20:20,2024-03-01 08:24:43,0,89.115.150.206,100,262,1,2024-03-01 08:24:43,R_21AgRAkdPJ2pqsM,,,,,38.7373,-9.1945,anonymous,EN,1,,1,3,2,,39,9,4,2,12,0,3,it was a bit confusing... the graphics with the dots.... I'm not convinced that the correct answer was B,5a9ea68a35237b000112b83a,1000,na,na,visual comparison between the original and the sample figures,stl,random
2024-03-01 08:21:20,2024-03-01 08:24:43,0,178.85.107.18,100,202,1,2024-03-01 08:24:43,R_1D19YZvmdQdctQk,,,,,52.3426,4.8631,anonymous,EN,1,2,,2,2,,30,7,1,1,3,0,2,,656895b5c465bf437c6d4772,1500,na,9611,,lts,vas
2024-03-01 08:20:09,2024-03-01 08:24:45,0,188.80.248.84,100,275,1,2024-03-01 08:24:46,R_6G7CCgJOFXnexRe,,,,,41.5515,-8.4204,anonymous,EN,1,,1,3,2,,29,2,0,0,10,0,2,,64b4191d97bde99254ebaa63,200,1600,32437,Until the sample looked similar enough to the original,stl,random
2024-03-01 08:19:29,2024-03-01 08:24:46,0,189.203.101.26,100,316,1,2024-03-01 08:24:46,R_1fZtcUwTykdxE11,,,,,19.4688,-99.054,anonymous,EN,1,,1,3,1,,27,7,1,1,0,,3,,615ddb0c6adce920fbb53a2d,1500,na,9611,Looked for the sample that began to capture the line that was inside the circle,stl,maxmin
2024-03-01 08:18:36,2024-03-01 08:24:48,0,90.53.66.196,100,372,1,2024-03-01 08:24:49,R_3Mhb4b7hkfjmZHZ,,,,,49.2159,1.1723,anonymous,EN,1,1,,2,1,,33,7,1,1,0,0,2,,5e204d9793a68935c36f8f69,1000,na,32437,I tried to capture the essence of the original chart by removing enough data.,lts,outlier
2024-03-01 08:19:11,2024-03-01 08:24:49,0,185.186.86.140,100,337,1,2024-03-01 08:24:49,R_47Swqu0ClgKiRS9,,,,,37.9437,22.949,anonymous,EN,1,1,,2,1,,41,6,,2,,,2,no,601b154e1d236c48cb675d13,750,na,4271,"tried to match the main ""disc"" and the pattern around it ",lts,random
2024-03-01 08:20:07,2024-03-01 08:24:49,0,82.155.31.193,100,282,1,2024-03-01 08:24:50,R_5foHRpyKEunDNmj,,,,,40.9893,-7.6161,anonymous,EN,1,,2,2,3,,27,7,1,1,3,,3,,612610d67c8362f227b74c44,2000,na,2848,I stop when the darker area is highlighted.,stl,random
2024-03-01 08:20:46,2024-03-01 08:24:50,0,91.132.141.220,100,244,1,2024-03-01 08:24:51,R_4ZKw99k7tNIEtaL,,,,,40.6439,22.9358,anonymous,EN,1,,2,2,2,,24,7,2,1,0,,3,,61126cd00f29b7c648dca793,1500,na,32437,"Because it is almost completely red at the center, I tried to add as many samples as possible. ",stl,vas
2024-03-01 08:19:26,2024-03-01 08:24:54,0,93.42.25.202,100,328,1,2024-03-01 08:24:55,R_13UzYZpGbFbTjvQ,,,,,44.3915,8.945,anonymous,EN,1,2,,2,2,,39,3,0,0,0,GCSE statistics (A),3,The last question asked me to indicate my reasoning but there was no space to do so.,5ff7320620d7133805a3cac7,200,na,6407,,lts,maxmin
2024-03-01 08:20:03,2024-03-01 08:25:04,0,178.235.191.164,100,301,1,2024-03-01 08:25:05,R_8r7YatVkmyitF8z,,,,,52.8528,19.6677,anonymous,EN,1,,2,2,1,,31,2,0,0,0,0,2,,5ba988cc4a16920001d48564,200,na,1898,general shape,stl,vas
2024-03-01 08:17:31,2024-03-01 08:25:08,0,197.92.141.5,100,457,1,2024-03-01 08:25:08,R_4mWQiUrdcoyqAr3,,,,,-33.91,18.4304,anonymous,EN,1,,1,3,1,,26,3,1,0,5,,3,,6512b5180ab541a0603e7ada,2500,na,14416,looked for the red circle in the original sample,stl,maxmin
2024-03-01 08:19:35,2024-03-01 08:25:08,0,176.21.23.115,100,332,1,2024-03-01 08:25:09,R_1lFTxkdiPcL9CnK,,,,,55.6883,12.5658,anonymous,EN,1,2,,2,1,,23,2,0,0,0,0,2,,652d560e571b3422cccf3398,500,na,14416,"Im trying to get the least amount af samples, but still recognise its the same as the original  ",lts,outlier
2024-03-01 08:18:36,2024-03-01 08:25:12,0,88.196.252.25,100,395,1,2024-03-01 08:25:12,R_8qEpIb4R5BJIGdQ,,,,,59.4381,24.7369,anonymous,EN,1,1,,3,2,,31,6,0,0,0,0,3,,5f42e037b2f15d1424da5187,750,na,na,"I believe that the place I chose on the slider at first – or the size I chose for the sample – gets lost ""in"" the original. At the same time, the big circle is nowhere to be found so I decided to click on the button – they aren't similar enough regarding the key elements.",lts,random
2024-03-01 08:20:43,2024-03-01 08:25:13,0,2.83.66.245,100,269,1,2024-03-01 08:25:13,R_4iGyI0Y73KLsqTT,,,,,39.0916,-9.2546,anonymous,EN,1,,1,3,1,,35,8,0,0,0,0,2,,5680a047c5767f00121cca5e,1000,na,6407,,stl,outlier
2024-03-01 08:20:21,2024-03-01 08:25:13,0,62.163.215.210,100,292,1,2024-03-01 08:25:14,R_7fqheNLOIfhSAXD,,,,,52.3712,4.9044,anonymous,EN,1,,1,3,1,,26,3,0,0,0,0,3,,5e48332993a649000b76c624,1500,na,1898,,stl,random
2024-03-01 08:20:58,2024-03-01 08:25:16,0,137.204.99.249,100,258,1,2024-03-01 08:25:17,R_8oLywTASeQ8PObE,,,,,44.488,11.3752,anonymous,EN,1,,1,2,2,,26,6,2,5,0,,2,,6564b209a9eb87f3136864d3,200,na,2848,,stl,vas
2024-03-01 08:17:18,2024-03-01 08:25:17,0,129.206.224.251,100,479,1,2024-03-01 08:25:18,R_87Js6XOrQLQlW86,,,,,49.5446,8.6711,anonymous,EN,1,,2,2,2,,31,9,1,1,5,,3,,65c00d6ac8e91b3051f395f5,2000,1600,21624,I actually go all the way to the end and start increasing till the features aren't visible anymore so I go a step back,stl,random
2024-03-01 08:18:23,2024-03-01 08:25:18,0,41.145.196.27,100,415,1,2024-03-01 08:25:18,R_1PFiFtIwp2wC9C7,,,,,-26.2309,28.0583,anonymous,EN,1,,2,3,2,,22,6,5,3,0,0,3,,614cdb7c656a74d46473e2ee,200,na,na,I go through every stopping point,stl,random
2024-03-01 08:18:44,2024-03-01 08:25:26,0,93.35.144.137,100,402,1,2024-03-01 08:25:27,R_1MLO5n3zesrSgsP,,,,,45.0914,7.6639,anonymous,EN,1,2,,2,1,,43,3,0,0,20,,2,,64ef4386a31700e2d88622c9,1500,na,na,No strategy was used to determine my stopping point,lts,outlier
2024-03-01 08:19:51,2024-03-01 08:25:31,0,197.184.177.51,100,339,1,2024-03-01 08:25:32,R_37rHihicaosQe7W,,,,,-26.2309,28.0583,anonymous,EN,1,1,,2,1,,23,6,1,0,2,,3,Nope.,61712d83af60f4d0702f606f,200,na,14416,Just eye-balled it.,lts,outlier
2024-03-01 08:22:12,2024-03-01 08:25:33,0,99.227.216.93,100,201,1,2024-03-01 08:25:34,R_5erC1a4RSPHy53F,,,,,43.7618,-79.2703,anonymous,EN,1,2,,2,2,,32,6,6,0,10,0,3,no,5ede0248fb2efb01451b2e77,1000,600,32437,I My strategy is to compare the centre and see what is the most similar before stopping,lts,outlier
2024-03-01 08:20:39,2024-03-01 08:25:37,0,95.92.90.42,100,297,1,2024-03-01 08:25:37,R_52Eoot7FBSNKMFQ,,,,,38.7674,-9.3301,anonymous,EN,1,1,,2,1,,19,2,0,0,0,,2,,60533e23d254f8d96ab11f7d,1000,800,2848,"Focused on the middle ""line"" in the center of the circle. As soon that line started fading I stoped.",lts,outlier
2024-03-01 08:19:20,2024-03-01 08:25:43,0,176.78.27.55,100,382,1,2024-03-01 08:25:44,R_505JguFhZVc841j,,,,,38.7584,-9.2495,anonymous,EN,1,2,,2,3,,30,4,0,0,0,,2,,5ca08267441b4700179b38d9,1000,na,2848,i think it is correct,lts,blue
2024-03-01 08:19:42,2024-03-01 08:25:47,0,165.73.69.76,100,365,1,2024-03-01 08:25:48,R_8wS4VQGsyunqAQi,,,,,-29.9056,30.9405,anonymous,EN,1,,2,3,2,,28,6,1,1,3,,2,,60ee0a655b232159b7abcbbd,1000,1600,844,i use the outlier dots to determine similarity,stl,blue
2024-03-01 08:20:12,2024-03-01 08:25:49,0,148.63.139.124,100,336,1,2024-03-01 08:25:49,R_4PQifJQbkLaEgGl,,,,,40.8686,-8.5145,anonymous,EN,1,,1,2,1,,27,7,3,1,0,,2,,5e7d1ad43c00ce3a395d2de9,1000,na,4271,I wanted to make sure that the sample size demosntrated the bigger aggregation in the center of the circle,stl,maxmin
2024-03-01 08:19:10,2024-03-01 08:25:50,0,94.132.6.70,100,399,1,2024-03-01 08:25:50,R_2VmCgpomHB43xue,,,,,40.6642,-7.9072,anonymous,EN,1,,2,2,1,,27,7,0,2,5,0,3,Nothing to mention,60dbb3bf9cc8b9398aedb1e6,1500,na,32437,Increase the number of points as much as possible to accentuate the points in the central ellipse and have more points around it too,stl,blue
2024-03-01 08:19:48,2024-03-01 08:25:51,0,190.82.175.173,100,363,1,2024-03-01 08:25:52,R_18YSFhFKbyeEurK,,,,,-33.6141,-70.5893,anonymous,EN,1,,1,3,1,,28,3,1,1,0,0,3,"the first example of samples, didnt work as they should, slider didnt change when moved",5edae63453d0d5000db3ca8e,1500,na,na,checking the slider one by one,stl,vas
2024-03-01 08:20:53,2024-03-01 08:25:56,0,90.60.58.127,100,303,1,2024-03-01 08:25:57,R_3YgPoSr4GT3ggkq,,,,,48.8232,2.278,anonymous,EN,1,,2,2,1,,31,7,3,7,0,,3,,65ca6be0547cf2d7404e6b4a,500,200,14416,,stl,random
2024-03-01 08:16:57,2024-03-01 08:26:05,0,82.217.19.211,100,548,1,2024-03-01 08:26:06,R_7V86kcgWTghkgvs,,,,,51.5774,5.1909,anonymous,EN,1,1,,2,1,,27,6,0,0,0,0,2,,65ce1aa566a55d5c5394c7fc,750,400,9611,The sigar shape in the middle is the most important,lts,blue
2024-03-01 08:21:01,2024-03-01 08:26:08,0,130.25.88.166,100,307,1,2024-03-01 08:26:09,R_4Hx5xeYfJSZJXln,,,,,45.0914,7.6639,anonymous,EN,1,2,,2,1,,61,2,0,0,0,,2,,64a6a47b187bb6d0ad42643e,1000,na,na,,lts,random
2024-03-01 08:19:58,2024-03-01 08:26:18,0,80.43.209.16,100,380,1,2024-03-01 08:26:19,R_8fIu7hWO4jNwTgl,,,,,52.7061,-2.0061,anonymous,EN,1,2,,2,2,,56,4,0,0,0,0,3,,5d5334fa962bb7001bc3fa2f,750,na,21624,I wasn't entirely sure about the sphere in the original not showing on the sample,lts,vas
2024-03-01 08:20:07,2024-03-01 08:26:22,0,154.119.57.59,100,374,1,2024-03-01 08:26:23,R_88TGWe0JVav4jUA,,,,,-33.91,18.4304,anonymous,EN,1,,1,3,2,,20,2,3,0,0,,2,,6124c375109ed10432fa2114,1000,1600,32437,I slid the slider to look as similar enough to the original,stl,maxmin
2024-03-01 08:22:02,2024-03-01 08:26:23,0,41.76.102.146,100,260,1,2024-03-01 08:26:23,R_5o0bSrSIUWgncYZ,,,,,-26.2309,28.0583,anonymous,EN,1,2,,3,2,,37,6,1,,,,2,,612f71a527826680150e9ccf,1000,1200,na,,lts,random
2024-03-01 08:17:49,2024-03-01 08:26:25,0,41.216.204.17,100,515,1,2024-03-01 08:26:25,R_3spjDWCYi93YWvt,,,,,-34.0486,18.4811,anonymous,EN,1,,1,3,1,,23,6,2,,,,3,,615cc11e1f9805f0282b1b12,500,na,14416,The mid point has a similar enough distribution to the population,stl,random
2024-03-01 08:20:24,2024-03-01 08:26:32,0,176.171.207.123,100,367,1,2024-03-01 08:26:32,R_6rCoElDCHZ29miw,,,,,43.7381,-0.654,anonymous,EN,1,,1,2,1,,23,5,0,2,0,0,2,I'm interested in more studies ,6595772c8f9cbbad0f83199d,3000,na,na,Felt like i couldn't have as much points in the middle so I just did it instinctly,stl,vas
2024-03-01 08:19:49,2024-03-01 08:26:34,0,88.214.186.113,100,405,1,2024-03-01 08:26:35,R_2C9IDB9E4E0zZjs,,,,,38.752,-9.2279,anonymous,EN,1,2,,2,1,,30,7,0,0,0,0,3,,600070950d0c1d0e2266a4ff,750,400,4271,I tried to find the smallest sample size that could still be related with the original. ,lts,maxmin
2024-03-01 08:19:23,2024-03-01 08:26:37,0,95.136.48.100,100,433,1,2024-03-01 08:26:37,R_7emkHdPmsYhaaLY,,,,,38.7373,-9.1945,anonymous,EN,1,,2,2,1,,25,7,1,1,3,0,3,,5f1f4497da321e111475a32e,1500,1600,32437,none of the samples enable enough to depict the right correlation,stl,outlier
2024-03-01 08:18:37,2024-03-01 08:26:39,0,196.216.133.12,100,482,1,2024-03-01 08:26:40,R_1uy7dYqFLIqlbBb,,,,,-26.1516,26.1707,anonymous,EN,1,2,,2,1,,26,6,2,0,5,,3,,6105cde05e18eeaa7cc8b24f,1000,na,na,"I realised that it's a bit tricky, the samples are similer but not entirely.",lts,vas
2024-03-01 08:17:12,2024-03-01 08:26:48,0,195.220.223.244,100,575,1,2024-03-01 08:26:49,R_3e7wP7Ru2ChxT3z,,,,,46.5874,0.3332,anonymous,EN,1,2,,2,3,,28,7,3,0,0,0,2,"I couldn't write anything on the page where it was asked to explain our potential strategy. I would have like to write : ""I'm not used to statistics and data, so I'm relying on visuals and forms. I try to discern the main form of the graph and keep it visible.""",5761654ab8a48000064fcf48,2500,na,32437,,lts,outlier
2024-03-01 08:20:15,2024-03-01 08:26:58,0,62.48.181.90,100,402,1,2024-03-01 08:26:58,R_4VIR7vrEyFlS45a,,,,,38.7373,-9.1945,anonymous,EN,1,1,,2,2,,28,7,2,1,0,0,2,,59d686325606100001c25ef0,200,600,na,the sample has a similar context but more pattern,lts,vas
2024-03-01 08:19:41,2024-03-01 08:27:02,0,41.246.24.1,100,440,1,2024-03-01 08:27:02,R_6JP0wSpgk9jRTCP,,,,,-29.6177,30.3835,anonymous,EN,1,,1,2,1,,28,6,0,0,0,0,2,,5de60f418f5cd559c333199c,2000,na,14416,I tried to get the middle area as dense as possible without going too far ,stl,maxmin
2024-03-01 08:20:46,2024-03-01 08:27:03,0,165.16.185.200,100,377,1,2024-03-01 08:27:04,R_4IW4eEzVqaSHnRA,,,,,-26.2309,28.0583,anonymous,EN,1,,1,3,2,,38,3,0,0,0,0,2,,60f672ca5ca3b52915f16c9d,2000,na,32437,,stl,blue
2024-03-01 08:19:09,2024-03-01 08:27:04,0,37.228.210.185,100,474,1,2024-03-01 08:27:05,R_4IAUjjheVQr5ejl,,,,,53.3339,-6.2271,anonymous,EN,1,,2,2,1,,27,7,1,1,0,,3,,5e74cb0789165f0127b36764,1000,na,9611,"When choosing the stopping point, it looks like at this level it refelcts the ellipsis-shaped distribution of points we can see in the original",stl,maxmin
2024-03-01 08:21:01,2024-03-01 08:27:04,0,147.32.31.192,100,363,1,2024-03-01 08:27:05,R_6kCjG3pHJ8U4Fbk,,,,,50.1023,14.3568,anonymous,EN,1,2,,2,1,,37,7,2,1,0,0,3,,6169622165c889aa8a809107,1500,na,2848,It should show the spread of points,lts,blue
2024-03-01 08:19:23,2024-03-01 08:27:06,0,109.157.173.0,100,463,1,2024-03-01 08:27:07,R_4hGUqfOEfXjWWB5,,,,,51.4771,-2.5531,anonymous,EN,1,1,,2,2,,43,4,0,0,25,0,3,,5c4713d5259d2d0001875b16,200,400,14416,I went back and forth to check the sample was the one before it looked different,lts,maxmin
2024-03-01 08:20:53,2024-03-01 08:27:15,0,83.27.149.161,100,381,1,2024-03-01 08:27:16,R_5OTkHnKVCvCKlik,,,,,50.2527,19.0284,anonymous,EN,1,2,,2,2,,22,6,1,0,3,,2,,5f1ea62ffe31fc8813eba0e6,500,na,9611,"I found a place where the points in the very center began to visibly accumulate inside, as in the original graph",lts,maxmin
2024-03-01 08:20:37,2024-03-01 08:27:40,0,197.221.255.97,100,423,1,2024-03-01 08:27:41,R_61mIelWgxWBWvvZ,,,,,-17.815,31.0478,anonymous,EN,1,2,,2,2,,27,6,4,3,0,0,3,No.,6137569844b6e14afa9cb3e7,200,na,na,I found nothing interesting nor confusing.,lts,maxmin
2024-03-01 08:18:15,2024-03-01 08:27:55,0,176.46.65.144,100,580,1,2024-03-01 08:27:56,R_4cZCCePLuBfXXIz,,,,,58.3794,26.7322,anonymous,EN,1,,2,2,2,,38,6,1,2,0,,3,na,5c741a67566c7700173ed014,500,na,32437,,stl,vas
2024-03-01 08:20:49,2024-03-01 08:27:55,0,197.184.182.141,100,425,1,2024-03-01 08:27:56,R_3F23Y9UGBlJ7jCc,,,,,-26.2309,28.0583,anonymous,EN,1,2,,3,1,,32,3,2,0,8,3,3,,614397e06d85fcb10c7c9087,750,na,4271,Focused on the posirioning of the inner drawings,lts,vas
2024-03-01 08:16:14,2024-03-01 08:28:00,0,147.161.162.247,100,706,1,2024-03-01 08:28:01,R_4E6LiJ7uAsxKMK2,,,,,-26.2309,28.0583,anonymous,EN,1,2,,2,1,,24,6,20,9,1,,2,,610d54023434a8659a4576dc,750,na,6407,When there are fewer and fewer points that describe the direction of the points then I discard them,lts,blue
2024-03-01 08:20:39,2024-03-01 08:28:27,0,188.37.83.252,100,468,1,2024-03-01 08:28:28,R_4B6nNgMKoYUxRzX,,,,,41.1384,-8.6168,anonymous,EN,1,1,,2,2,,25,6,0,0,0,,3,,613b697a806b46edd8fe4720,2000,400,6407,I stopped when the red oval was no longer visible.,lts,blue
2024-03-01 08:23:17,2024-03-01 08:28:39,0,197.99.132.65,100,322,1,2024-03-01 08:28:39,R_42tcr1oQUh6wDsf,,,,,-26.2309,28.0583,anonymous,EN,1,,2,3,2,,25,5,1,1,3,,3,,6167d795d6dd1c505c4e248b,3000,na,na,to check thec first one,stl,outlier
2024-03-01 08:20:44,2024-03-01 08:28:40,0,184.161.117.231,100,475,1,2024-03-01 08:28:40,R_6Tn4YzmodVGlsuN,,,,,47.6398,-68.8592,anonymous,EN,1,1,,2,2,,40,6,13,4,10,0,3,,6106d4fa7d45bf8ad635234f,750,na,9611,I tried to keep the representation of the circle around the ellipsoid with as few points as possible,lts,random
2024-03-01 08:20:03,2024-03-01 08:28:45,0,2.31.220.237,100,521,1,2024-03-01 08:28:46,R_8gNhWX4lGsQ3exv,,,,,51.8951,-1.1585,anonymous,EN,1,1,,2,2,,33,6,0,0,0,,3,I don't think the instructions were very clear as the phrasing was quite different on the first question as to when you asked what the task actually was.,6064e5d663dd954062fdd23d,750,600,844,There is a thicker long shape running through the circular solid block of dots in the original. I chose the sample where this long shape was still visible. I don't think the language used in the instructions was very clear on the first samples.,lts,blue
2024-03-01 08:22:14,2024-03-01 08:28:54,0,176.139.249.132,100,400,1,2024-03-01 08:28:54,R_4TEO6mOIb2N8jZw,,,,,48.8323,2.4075,anonymous,EN,1,,2,2,2,,25,7,10,6,2,,2,,65a2c77525b0569bdc0c8306,200,600,9611,I stop once the sample can capture the pattern of the original graph,stl,random
2024-03-01 08:24:41,2024-03-01 08:29:05,0,89.214.120.230,100,263,1,2024-03-01 08:29:06,R_22yXX4NLAGKBZsE,,,,,38.7373,-9.1945,anonymous,EN,1,2,,2,2,,21,3,1,0,5,,2,,611fbf86423c9a875559377d,1000,800,2848,I check to see if its to little ,lts,blue
2024-03-01 08:17:34,2024-03-01 08:29:37,0,41.216.204.57,100,722,1,2024-03-01 08:29:37,R_1RazK6445CQRHmf,,,,,-34.0486,18.4811,anonymous,EN,1,2,,3,2,,28,6,5,5,4,0,3,,60cb97042a38cbb970cb4cc9,200,na,na,"I decreased, but the shape did not look similar. ",lts,maxmin
2024-03-01 08:21:04,2024-03-01 08:29:41,0,41.10.14.209,100,516,1,2024-03-01 08:29:42,R_41YCxC7U6Bf7fI5,,,,,-33.91,18.4304,anonymous,EN,1,,2,3,2,,23,3,2,0,0,0,2,,6127ae90d4e84d4658a04b7d,1500,1600,14416,I stopped sliding when the sample had the same shape as the original but with fewer data points.,stl,outlier
2024-03-01 08:21:08,2024-03-01 08:29:47,0,95.248.120.86,100,519,1,2024-03-01 08:29:48,R_4aWbIpunh29udZt,,,,,43.715,13.2135,anonymous,EN,1,2,,2,1,,34,6,1,0,0,0,3,,614efd595bcde57c73d0ecf7,1500,na,14416,I checked if between the centre and the fringes of the data there was enough difference to pass the different density,lts,vas
2024-03-01 08:23:51,2024-03-01 08:30:32,0,91.231.169.154,100,400,1,2024-03-01 08:30:33,R_4gO2lf29EuGTyP0,,,,,50.5871,21.6991,anonymous,EN,1,,2,2,1,,22,2,0,0,4,,2,,5f6e0be76cea482e27d38c95,3000,800,9611,I just want it to resamble the original with the least amount of dots.,stl,blue
2024-03-01 08:16:42,2024-03-01 08:30:51,0,82.209.142.139,100,849,1,2024-03-01 08:30:52,R_3cazNKQZynMMhnb,,,,,59.3247,18.056,anonymous,EN,1,2,,2,1,,30,3,0,0,0.5,0,3,,65c4e6c8b80db7637e64a92f,750,na,14416,"The further the slide, the less crowded is the center of the chart to a point were it just show an spectrum spread across and not an specific zone being crowded.",lts,vas
2024-03-01 08:20:18,2024-03-01 08:31:43,0,187.190.197.105,100,685,1,2024-03-01 08:31:44,R_3Cy0RZcjWKH1JmC,,,,,20.6919,-103.4572,anonymous,EN,1,1,,2,1,,26,6,0,0,0,0,2,,6155e324c9ecb68a99cdede9,500,na,375,The key pattern is the diagonal,lts,outlier
2024-03-01 08:19:40,2024-03-01 08:31:48,0,188.115.6.20,100,728,1,2024-03-01 08:31:49,R_6M6tT4ELmoNEi1r,,,,,49.7498,6.1661,anonymous,EN,1,1,,3,1,,55,2,0,0,5,0,3,"It is a very confusing survey, if it is the purpose you've achieved it.",5e370e451cdf2669586aa949,3000,na,na,"Yes, it was quite confusing, when i thought that i had understood the way it worked out, i was wrong again.",lts,random
2024-03-01 08:18:30,2024-03-01 08:32:47,0,95.95.83.170,100,857,1,2024-03-01 08:32:47,R_1QJRWPJ50Cco3nI,,,,,40.1684,-8.843,anonymous,EN,1,2,,2,1,,66,7,0,0,42,0,3,No,5f0f1189664be00562bb27c0,3000,na,na,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Te formats are very different</font></font>",lts,random
2024-03-01 08:28:39,2024-03-01 08:33:03,0,81.77.185.251,100,264,1,2024-03-01 08:33:04,R_8Q4pzPmMwEcyCJq,,,,,51.6211,-3.3704,anonymous,EN,1,,2,3,1,,42,7,0,1,15,,2,I didn't really understand the purpose,5fea2970cbe0699d90756fd7,2000,na,na,It's similar in the sense that there is a dense array of points forming an oblong in the centre but there aren't enough points around it to make it similar enough to the original,stl,outlier
2024-03-01 08:20:48,2024-03-01 08:33:50,0,78.28.72.243,100,781,1,2024-03-01 08:33:50,R_2cqEY0RknZicXpb,,,,,59.4381,24.7369,anonymous,EN,1,,2,2,1,,28,3,0,0,0,,3,"I was on the fence wether to press the button or give a close enough answer - it felt like a button press answer would've been more accurate. At the end, I basically just coin flipped it and gave the close enough answer instead.",58e8e462a415a4000150c4da,200,na,6407,,stl,maxmin
2024-03-01 08:29:18,2024-03-01 08:33:55,0,94.62.59.110,100,276,1,2024-03-01 08:33:56,R_46b4ZsQR0lf0qGl,,,,,38.7373,-9.1945,anonymous,EN,1,,1,2,1,,28,7,2,1,1,,2,,5fb7e27bfec8e14167bddfef,2000,na,na,,stl,vas
2024-03-01 08:19:18,2024-03-01 08:47:45,0,94.62.130.1,100,1706,1,2024-03-01 08:47:46,R_5VIom5CdG6jwojM,,,,,38.7373,-9.1945,anonymous,EN,1,2,,2,2,,43,7,1,2,1,,2,"The last survey question wasn't completely clear. I selected on the slider, clicked save and next but wasn't sure if there would be more sliders I should select or not - I expected the page to go to next and show a different scenario. I hope that was what you expected, if not let me know and I can redo the survey. Thank you and best of luck",5e7bb30e3f9fe31d223a0f04,750,na,14416,,lts,random
2024-03-01 08:47:24,2024-03-01 08:52:42,0,187.134.123.98,100,317,1,2024-03-01 08:52:42,R_5hHboOFXdvTBN0G,,,,,25.8955,-109.1351,anonymous,EN,1,1,,2,2,,25,6,1,0,3,,2,,615bc2bfcbb7dff35fb83eb1,3000,1400,32437,make it look as similar as i can,lts,outlier
2024-03-01 09:16:03,2024-03-01 09:18:34,0,2.202.165.128,100,150,1,2024-03-01 09:18:34,R_38MDneaoStnfOk9,,,,,50.7996,8.7669,anonymous,EN,1,,2,2,2,,24,7,0,0,0,0,3,,63c5335da2b625ab1ade7e7c,2500,na,9611,All the other sizes don't have the diagonal galaxy in the middle,stl,maxmin
2024-03-01 09:15:47,2024-03-01 09:21:42,0,81.84.106.254,100,354,1,2024-03-01 09:21:43,R_2i4V4GnpjyVGTi9,,,,,38.812,-9.1536,anonymous,EN,1,,1,2,2,,25,7,0,5,1,,3,,65ce1efd8bc77b8f88da614d,750,na,2848,,stl,random
2024-03-01 09:34:42,2024-03-01 09:38:23,0,95.153.31.116,100,220,1,2024-03-01 09:38:23,R_7HMix1y1T2inpKd,,,,,59.4381,24.7369,anonymous,EN,1,2,,2,2,,47,2,0,0,15,,3,,64afa022cb6d2497bf0a9950,1500,na,9611,,lts,blue
