country,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,anom_x,anom_y,login_data
United_States,11,13,24,4.0,0,0.0,0,0,F,False,False,False,True,661,2858,0.3,0.4100845719818944,16
France,10,8,3,36.0,0,0.0,2,0,F,True,True,False,True,639,2855,0.2444388065104736,0.3,14
France,10,8,5,40.0,0,0.0,1,0,M,False,False,False,True,176,3203,0.41001883850386894,0.3,16
France,11,8,2,40.0,0,0.0,13,0,F,True,False,True,False,661,2856,0.8990474528249471,0.8417683900585258,12
Italy,10,8,3,24.0,0,0.0,1,0,M,False,False,False,True,620,3197,0.2,0.2,57
United_States,11,8,13,4.0,0,0.0,11,0,F,True,False,True,True,117,3201,0.138829485434935,0.8583050412237371,30
United_Kingdom,11,8,5,9.0,0,0.0,3,2,M,True,False,True,True,90,2852,0.4892969664292479,0.681048007131344,12
United_States,28,31,24,4.0,5,100.0,1,0,M,True,False,True,False,146,2855,99.8375491261578,4.881792057358097,16
United_Kingdom,10,8,15,4.0,0,0.0,2,2,F,False,False,False,True,550,3198,0.2,0.2,20
Germany,10,8,64,2.0,0,0.0,1,0,F,True,False,True,True,246,2852,0.4992621351986344,0.1,33
Italy,10,8,4,30.0,0,0.0,4,0,M,True,False,True,True,159,2852,1.5866612522192458,0.1,81
France,11,10,3,36.0,0,0.0,4,0,M,False,False,False,True,705,3201,0.3,0.1,15
Spain,26,10,14,11.0,12,83.3,108,20,M,True,True,False,True,22,2854,83.69969892489185,11.764571868843973,0
Spain,10,8,15,19.0,0,0.0,0,0,F,False,False,False,True,345,2856,0.2,0.6189014788596242,99
Italy,10,8,0,24.0,0,0.0,12,0,F,True,False,True,True,376,2858,0.2,0.14204400068230286,51
United_Kingdom,11,8,11,8.0,0,0.0,10,0,M,False,False,False,True,258,2857,0.05845809521076136,0.5324348102176152,27
Spain,13,8,4,17.0,0,0.0,12,1,F,True,False,True,True,41,3199,0.6779697367798895,0.3,99
Germany,10,8,24,2.0,0,0.0,16,1,F,True,False,True,True,11,3198,0.1942434163185264,0.2,30
United_Kingdom,11,8,0,13.0,0,0.0,15,0,M,True,False,True,False,478,2858,0.1391259501898753,0.3,25
France,10,8,3,41.0,0,0.0,0,0,M,False,False,False,True,706,3202,0.06756589408607791,0.26379030113467394,14
France,12,9,64,40.0,0,0.0,4,1,F,True,False,True,True,50,2857,-3.919174677237512,0.09211703962098478,12
United_Kingdom,10,8,67,8.0,0,0.0,0,0,M,True,False,True,True,464,2853,0.5403858319601469,0.1,14
United_States,10,8,4,4.0,0,0.0,0,0,F,True,False,True,True,701,3197,0.3,0.2,10
Italy,10,8,0,26.0,0,0.0,3,0,F,True,False,True,True,693,3204,0.3,0.12886172098842502,71
Germany,12,8,8,1.0,0,0.0,18,2,F,True,False,True,False,71,2855,0.1,0.09787577209183332,33
Germany,10,8,348,1.0,0,0.0,74,2,F,False,False,False,True,11,3205,0.3,1.1617513895211835,39
Germany,10,8,2,0.0,0,0.0,8,3,M,True,False,True,True,180,2859,0.3,0.1,29
France,11,10,19,43.0,0,0.0,3,2,F,False,False,False,True,13,2852,1.5032346043706697,0.2,16
United_States,12,12,33,5.0,0,0.0,1,0,F,True,False,True,True,133,2855,0.21819369104160802,0.2944293750102807,23
United_States,10,8,0,4.0,0,0.0,3,1,F,False,False,False,True,567,3197,0.9851916769769626,0.4869353030656762,28
France,11,8,3,38.0,0,0.0,0,0,F,True,False,True,True,672,2857,0.2,0.3,16
Italy,14,8,14,30.0,0,0.0,61,1,M,True,False,True,True,12,3200,0.5665299169470233,0.2,77
France,10,8,54,41.0,0,0.0,0,0,F,True,False,True,False,11,3204,0.1545256397651139,0.2393735747206045,14
Germany,31,8,0,1.0,0,0.0,8,0,F,True,False,True,False,52,3205,0.18678435290982184,0.23363803668415264,41
Italy,10,8,99,26.0,0,0.0,0,0,F,True,False,True,True,11,3205,0.03206271076974214,0.5964353922201591,73
United_Kingdom,15,8,14,8.0,0,0.0,1,0,F,True,False,True,True,18,3196,0.23368317958909005,0.2,16
Italy,31,11,15,27.0,0,0.0,0,0,F,True,False,True,False,428,3203,0.5744575955763289,0.3,98
United_Kingdom,13,8,6,12.0,0,0.0,35,3,M,True,False,True,True,514,3204,0.3,0.06667106562711818,5
United_States,10,8,22,4.0,0,0.0,20,0,F,False,False,False,True,444,2855,0.3120057863552184,0.3715360028642741,95
France,13,8,3,46.0,0,0.0,0,0,F,True,False,True,True,659,2853,0.19297271204647576,0.4503099719140471,13
United_Kingdom,11,8,6,7.0,0,0.0,0,0,F,False,False,False,True,158,3205,0.1,0.2574147770421648,12
Spain,13,10,0,14.0,3,0.0,23,1,F,True,False,True,True,20,3200,0.1919777448377349,2.805728677138604,1
France,10,9,9,35.0,0,0.0,0,0,M,True,False,True,True,72,2854,0.2,0.608891844124207,9
United_States,13,8,0,4.0,0,0.0,4,1,M,False,False,False,True,504,2854,0.28326040528748725,1.0077687895533622,19
Germany,10,8,3,2.0,0,0.0,0,0,F,False,False,False,True,334,2854,0.4024613744509653,0.19379014766602,26
Italy,27,9,7,26.0,11,90.0,1,0,M,True,True,False,False,26,3200,89.3904727747241,11.48223665299439,73
United_States,10,8,4,4.0,0,0.0,0,0,F,True,False,True,True,701,3197,0.1,0.2,4
Germany,10,8,0,2.0,0,0.0,4,0,F,False,False,False,True,46,2858,0.2,0.0551109393193989,31
Germany,12,8,43,1.0,2,100.0,0,1,F,True,False,True,True,14,3196,99.4978975171198,2.265321434279084,26
United_Kingdom,11,8,3,9.0,0,0.0,0,1,M,True,False,True,False,12,2859,0.34487393011129874,0.1,12
Italy,10,8,3,28.0,0,0.0,0,0,F,True,False,True,True,677,2859,0.8348287593916044,0.3335106762319137,77
France,10,8,3,40.0,0,0.0,0,0,F,False,False,False,True,450,3202,0.9170132299062004,0.2,12
United_States,12,8,1,4.0,4,100.0,4,1,F,True,False,True,True,22,2852,99.73717096840176,4.328300930086357,30
United_Kingdom,17,8,0,12.0,4,75.0,0,0,F,False,False,False,True,497,2856,74.55015327995409,3.9386118163853503,15
United_States,13,8,2,5.0,0,0.0,55,0,M,False,False,False,True,78,2856,0.2332386198282357,0.3,13
United_Kingdom,10,8,7,6.0,0,0.0,2,1,F,False,False,False,True,19,3198,0.1,0.8131838917049972,23
France,11,8,4,43.0,0,0.0,0,0,M,False,False,False,True,144,3200,1.091111869026442,0.4180119213972697,15
United_Kingdom,16,9,48,4.0,0,0.0,1,0,M,True,False,True,False,13,3197,0.5683044441294447,0.6644800403970512,16
Italy,10,8,8,26.0,0,0.0,1,0,M,True,False,True,True,29,2858,0.1139323414843462,0.3,38
Germany,10,8,4,1.0,0,0.0,10,0,F,False,False,False,True,474,2852,0.3,0.3,22
United_States,11,8,0,5.0,0,0.0,0,3,M,False,False,False,True,70,2858,0.6725802018097423,0.21453493747418173,1
United_States,10,8,3,5.0,0,0.0,0,0,F,False,False,False,True,276,3195,0.2,0.801212440097087,12
Spain,10,8,23,15.0,0,0.0,0,0,F,False,False,False,True,24,3196,0.3983368498501691,1.4158101813477495,8
Italy,10,8,15,27.0,0,0.0,0,0,M,True,True,False,True,197,3195,0.2,0.1,55
Italy,12,8,3,27.0,1,0.0,7,0,M,True,False,True,True,545,2857,0.6827789982054685,0.3,74
United_States,50,16,31,4.0,9,100.0,2,2,F,True,False,True,False,12,2855,99.71328321247458,8.12411071105953,7
United_States,10,8,52,4.0,0,0.0,7,0,F,True,False,True,True,23,3205,1.0329994992646927,0.2,23
Italy,11,8,76,31.0,0,0.0,0,0,F,True,False,True,True,688,3197,0.1,0.75565399974572,79
Spain,12,9,10,17.0,0,0.0,0,1,M,True,False,True,False,295,3195,0.6702054014301866,0.24704776340440104,3
France,10,8,0,44.0,0,0.0,0,3,F,False,False,False,True,321,3204,0.05999692359894094,0.3,13
Italy,54,8,4,31.0,63,98.0,1,0,F,True,True,False,True,12,2857,97.00914449325028,63.133974655674216,79
United_States,10,8,4,4.0,0,0.0,0,0,F,True,False,True,True,692,2853,0.13752658124103928,0.12026911495489795,5
Spain,11,8,3,10.0,0,0.0,0,0,M,True,False,True,True,180,3197,0.3,0.3,7
Germany,10,20,28,1.0,0,0.0,0,0,F,False,False,False,False,138,3204,0.0014912109427497235,0.12719162851141244,25
Germany,10,8,3,1.0,0,0.0,1,0,F,False,False,False,True,32,2859,0.2,0.2,28
United_Kingdom,89,12,150,10.0,37,50.0,7,5,F,True,False,True,False,106,2857,50.35944461638071,36.71846954816365,2
Germany,14,8,0,2.0,5,0.0,0,0,F,False,False,False,True,21,3201,0.3897800567655304,4.499922503825248,31
Italy,26,8,3,27.0,12,91.0,0,0,M,True,False,True,True,11,3199,91.77038141244816,11.46439069102301,22
United_States,10,8,3,4.0,0,0.0,0,0,M,False,False,False,True,563,3203,0.1,0.6374451083207687,98
Germany,10,8,3,1.0,0,0.0,0,1,M,True,False,True,True,657,3195,102.99039054511272,0.06283568039157512,34
United_States,12,9,9,4.0,0,0.0,4,0,F,False,False,False,True,287,3200,0.2,0.3771988533635575,1
United_States,10,8,5,4.0,0,0.0,0,0,M,False,False,False,True,315,3197,0.1,0.1,35
France,10,8,5,41.0,0,0.0,2,1,F,False,False,False,True,21,3202,0.1,0.3,13
United_States,12,15,16,4.0,0,0.0,4,1,M,False,False,False,False,46,3198,0.1,0.5497611920450995,0
United_Kingdom,10,8,4,5.0,0,0.0,0,0,M,True,False,True,True,604,2857,0.066211241239683,0.1,8
France,10,8,0,38.0,0,0.0,0,3,M,False,False,False,True,358,3196,0.018216460575402344,0.1,13
Germany,10,8,70,1.0,0,0.0,1,0,M,False,False,False,False,17,3199,0.1,0.1534136250217079,28
Germany,11,8,13,2.0,0,0.0,1,0,F,False,False,False,True,351,3201,0.1,0.3,20
Germany,10,8,14,1.0,0,0.0,0,0,M,True,False,True,True,198,2856,0.19606609205974548,0.3594103685766995,33
United_States,10,8,0,4.0,0,0.0,3,0,F,False,False,False,True,699,3195,1.52129286041718,0.2012381725083391,2
Spain,10,8,4,11.0,0,0.0,2,0,F,False,False,False,True,11,3201,0.04117513432868093,0.2,2
Italy,10,9,3,31.0,0,0.0,3,0,F,False,False,False,True,270,3203,0.500360876725329,0.12497066482928355,78
France,10,8,8,39.0,0,0.0,0,0,F,False,False,False,True,703,3199,0.1,0.2315702298472807,16
France,12,8,22,42.0,0,0.0,6,1,M,True,False,True,False,11,2857,0.3,0.7618916341338315,11
Spain,10,8,5,11.0,1,0.0,0,0,F,False,False,False,False,11,3199,0.1066797821756406,0.8058965737136643,1
France,14,8,0,42.0,10,60.0,0,0,F,True,False,True,True,13,2855,59.79285111231546,9.10387421674508,11
Italy,10,8,3,26.0,0,0.0,0,0,M,True,False,True,True,704,3200,0.3509931679835774,0.7279174996785507,63
France,10,8,7,36.0,1,0.0,8,0,F,False,False,False,True,88,2856,0.2,0.04637992929925972,9
Germany,10,8,11,1.0,0,0.0,1,0,M,True,False,True,True,535,2859,0.2,0.0023089546803745213,29
United_Kingdom,11,8,0,6.0,7,100.0,0,0,F,False,False,False,True,18,2854,99.99011009106674,6.898369118855107,33
Italy,10,8,28,26.0,0,0.0,0,0,F,True,False,True,True,702,3198,0.4110464916221921,0.3,81
United_Kingdom,10,8,13,8.0,0,0.0,0,0,M,True,False,True,True,618,2856,0.5405098678888302,0.4325568431611614,3
Italy,10,8,1,27.0,0,0.0,5,0,F,False,False,False,True,18,3202,0.5866486688816799,0.3,23
United_Kingdom,10,8,3,8.0,0,0.0,2,0,F,True,False,True,True,36,3199,0.2389823126574675,0.2,8
Italy,16,8,0,24.0,4,100.0,0,0,F,False,False,False,False,29,2852,99.61472683240515,3.7534555688339584,42
France,10,8,0,42.0,0,0.0,3,0,M,False,False,False,True,702,3198,0.032783796991409236,0.2,13
United_States,12,8,2,4.0,0,0.0,11,4,F,False,False,False,True,27,3201,0.918178422549019,0.5893862649644234,14
France,10,8,5,39.0,0,0.0,0,0,F,False,False,False,True,464,3199,0.2546182379909418,0.024433680417151025,15
Germany,10,8,39,2.0,0,0.0,3,0,F,True,False,True,True,217,3203,0.240143034348526,0.6743822945803474,34
Italy,11,8,11,26.0,0,0.0,0,1,F,False,False,False,False,12,3205,0.08148901622991983,0.2,22
Italy,12,8,0,29.0,5,100.0,0,0,F,True,True,False,True,204,2858,99.58477407189932,4.7485401720893705,88
France,10,8,1,40.0,0,0.0,5,0,M,False,False,False,True,20,3198,0.4116574495693309,0.5414853760953108,13
France,10,8,4,39.0,0,0.0,0,0,F,True,False,True,True,487,2854,0.2,0.3,16
Spain,11,8,1,15.0,0,0.0,15,0,F,False,False,False,False,690,2852,0.1836799397982225,0.02584949801396168,7
United_States,14,10,3,3.0,0,0.0,0,0,F,False,False,False,False,190,3195,0.03802646473680765,0.24607217662909744,14
Italy,11,8,4,27.0,0,0.0,1,0,F,False,False,False,True,353,3200,0.28211968368833273,0.1,79
United_States,12,8,3,4.0,0,0.0,0,0,F,True,False,True,True,642,3202,0.3904436268743552,0.3,39
United_States,13,8,7,4.0,0,0.0,1,1,F,False,False,False,True,164,3201,0.45062362793927,1.193477821092466,36
France,11,8,20,42.0,0,0.0,0,0,M,True,False,True,True,617,2857,0.11417336634948184,0.3,13
France,12,15,8,38.0,0,0.0,8,0,F,True,False,True,True,118,3195,0.2,0.036962662157721406,14
Italy,11,8,1,28.0,0,0.0,42,1,M,False,False,False,True,15,3197,0.466371208405239,0.9901375991043118,56
Italy,10,8,5,25.0,0,0.0,0,0,M,True,False,True,True,549,2853,103.4507233146013,0.18435286665734466,49
France,15,9,3,42.0,1,0.0,0,0,M,True,False,True,True,23,2857,0.2,0.6370006898893721,12
Italy,10,8,0,36.0,0,0.0,5,0,M,False,False,False,True,707,3203,0.8528222546220073,0.2,44
Italy,10,9,2,26.0,0,0.0,16,0,F,True,True,False,True,696,2858,1.0253208392122497,0.3,23
Italy,25,15,10,27.0,1,0.0,66,0,F,True,True,False,False,139,3195,0.3712904030632971,0.4497762764568719,51
Italy,10,8,3,30.0,0,0.0,0,0,M,True,True,False,True,647,3203,0.2,0.3,86
Germany,10,8,0,1.0,0,0.0,3,0,F,True,False,True,True,358,3195,0.8524726790496742,0.7991712639899636,21
Spain,18,8,1,16.0,9,50.0,0,0,M,True,False,True,False,17,2854,50.9119513834571,9.235831954970967,3
United_Kingdom,11,8,0,8.0,0,0.0,9,0,M,False,False,False,True,324,2859,0.2,0.2,8
United_States,11,9,3,4.0,0,0.0,3,2,M,True,False,True,True,21,3199,0.3,0.07618677684316037,10
Germany,11,8,5,1.0,0,0.0,14,6,M,False,False,False,True,20,2855,0.30522675350902884,0.2,29
France,11,8,4,38.0,0,0.0,8,1,M,False,False,False,True,406,3202,0.09452973043725137,0.5287003979611182,19
Germany,10,11,64,1.0,0,0.0,31,0,F,False,False,False,True,30,2854,0.4147079435212563,0.9139467436612624,24
United_States,10,8,0,4.0,0,0.0,8,0,F,False,False,False,True,699,3195,0.2,0.3,5
United_States,10,8,35,5.0,0,0.0,12,0,M,False,False,False,True,435,2855,0.1,0.1,35
Italy,10,8,0,26.0,0,0.0,3,0,F,False,False,False,True,36,2854,0.2316564923340353,0.21355954868045005,52
United_Kingdom,10,8,151,12.0,0,0.0,78,23,F,False,False,False,True,11,2853,0.2,0.1,20
Germany,15,8,20,1.0,0,0.0,205,1,F,True,False,True,True,17,3201,0.1,0.2747022384043973,23
United_States,15,32,8,4.0,0,0.0,4,6,F,True,False,True,False,14,2854,0.1,0.2851349831586097,32
Italy,10,9,22,26.0,0,0.0,6,0,F,True,False,True,True,269,3199,0.3,0.3,93
United_States,12,8,7,5.0,0,0.0,4,1,M,True,False,True,True,411,2857,0.1,0.1987180770690009,12
United_Kingdom,10,8,15,9.0,0,0.0,0,0,F,True,False,True,True,16,3197,0.3,0.02124193080805312,10
Italy,10,8,11,30.0,0,0.0,0,0,M,False,False,False,True,24,2859,0.3,0.2,61
United_Kingdom,14,8,69,8.0,0,0.0,1,0,F,True,False,True,True,227,2857,0.6098010095752977,0.2,95
France,10,8,21,42.0,0,0.0,42,0,M,True,False,True,True,30,2856,0.9179387329284174,0.06383194166873356,13
Spain,10,8,5,13.0,0,0.0,7,0,F,False,False,False,True,319,2856,0.3,0.2,5
United_States,10,9,68,4.0,0,0.0,6,4,F,False,False,False,True,66,3197,0.3,0.2549737593652578,24
United_Kingdom,10,8,12,7.0,0,0.0,0,0,M,True,False,True,True,703,3204,0.3952142154407307,0.9445809471457102,21
United_States,11,8,2,4.0,0,0.0,3,0,F,False,False,False,True,703,3200,0.1788044901487506,0.20888320232948748,11
France,12,8,3,36.0,1,0.0,14,0,M,False,False,False,True,73,2857,0.6555358279022243,0.31849845807856997,15
Germany,10,8,33,1.0,0,0.0,0,0,F,True,True,False,True,684,3195,0.2,0.3,28
United_Kingdom,10,8,0,8.0,0,0.0,4,0,F,False,False,False,True,648,3198,0.09335154523179873,0.1,19
France,10,8,0,37.0,0,0.0,4,0,M,False,False,False,True,697,2858,0.1,0.6278410042004164,14
France,12,8,48,44.0,0,0.0,0,1,F,True,False,True,True,11,2857,0.3,1.0238905535146652,15
United_Kingdom,10,8,11,11.0,0,0.0,2,0,M,False,False,False,True,610,3200,0.5405344399300586,0.3,26
United_Kingdom,10,8,0,9.0,0,0.0,4,0,F,False,False,False,True,708,3205,0.5856449344021653,0.1,21
France,34,17,106,39.0,0,0.0,164,4,F,True,False,True,False,16,3203,0.2,0.2,16
France,10,8,4,36.0,0,0.0,1,0,F,True,False,True,True,144,3203,0.2,0.2,13
France,12,8,2,35.0,4,75.0,0,0,M,True,False,True,True,11,3203,75.00446477390074,4.673450175404627,11
Italy,14,6,4,29.0,0,0.0,2,0,F,False,False,False,True,210,3200,0.055092546903714436,0.4555140162401362,98
Germany,10,8,0,1.0,0,0.0,6,0,M,True,True,False,True,412,3196,0.3,0.1,21
Spain,10,9,3,13.0,0,0.0,1,0,F,True,True,False,True,33,3204,0.2,0.2996338434013235,3
France,11,8,63,35.0,0,0.0,2,5,F,True,True,False,True,372,2857,0.1,0.26438039177136136,14
United_States,12,8,5,4.0,0,0.0,4,0,M,False,False,False,True,146,3202,0.20499621219193065,0.1,95
France,13,15,3,35.0,0,0.0,0,0,M,True,False,True,False,193,2858,0.4654701623827357,0.2,15
United_States,10,8,4,4.0,0,0.0,0,0,F,True,True,False,True,706,3202,0.1,0.1,22
Italy,19,8,1,31.0,11,75.0,0,0,F,True,False,True,True,194,3197,76.30327287485821,10.452452435725425,86
France,17,8,8,40.0,3,66.0,8,4,F,True,False,True,True,11,2859,66.69999544472874,4.0979407539632895,17
Spain,10,8,4,16.0,0,0.0,10,0,F,True,False,True,True,17,3201,0.3,0.18946689773331632,2
United_Kingdom,12,10,13,7.0,0,0.0,10,1,M,True,False,True,True,20,2856,0.1,0.3,27
United_Kingdom,10,8,38,10.0,0,0.0,0,1,F,True,False,True,True,36,3198,0.3,0.011074172247164128,7
United_States,10,9,14,5.0,0,0.0,12,0,F,True,True,False,True,691,3198,0.2327796682431433,0.1,14
United_States,10,8,3,4.0,0,0.0,0,0,F,False,False,False,True,696,2857,0.1,0.2,9
United_States,10,8,16,4.0,0,0.0,0,0,M,False,False,False,True,692,2853,0.3,0.3313788980749933,13
Germany,11,8,8,1.0,0,0.0,0,0,F,False,False,False,True,707,3203,0.1,0.044741052222368426,31
Germany,13,11,81,1.0,0,0.0,12,0,F,False,False,False,True,276,2858,0.04819719981419508,0.3,32
France,16,8,629,41.0,0,0.0,20,5,F,True,False,True,True,24,2855,103.63873493534656,0.2,13
United_Kingdom,22,8,0,8.0,14,100.0,0,0,F,False,False,False,True,29,3203,99.4341516485438,14.854003257653847,35
Italy,11,8,6,25.0,2,100.0,1,0,M,True,True,False,True,15,3204,99.68164315411259,1.225420847394138,47
United_States,10,8,7,4.0,0,0.0,0,0,M,True,False,True,True,491,3200,0.563871181672283,0.3296015199555082,21
United_States,15,8,1,4.0,4,50.0,0,0,F,True,False,True,True,151,3195,50.08126905980372,4.432618800633115,16
United_States,10,8,12,4.0,0,0.0,0,0,F,False,False,False,True,66,3197,0.3283939167275113,0.04544317376320296,1
France,10,8,3,40.0,0,0.0,0,1,F,True,False,True,True,698,3198,0.9802432303099085,0.1,14
United_States,13,15,11,5.0,0,0.0,0,0,F,True,False,True,True,392,3195,0.1,0.4537099087212478,14
United_States,10,9,10,5.0,0,0.0,2,1,F,True,False,True,True,11,3200,0.1,0.25434564203793514,13
Spain,10,9,4,21.0,0,0.0,8,2,M,True,False,True,True,11,3195,0.8867546564329828,0.1,3
Spain,12,8,0,14.0,0,0.0,22,1,F,False,False,False,True,54,3200,0.08917516480356885,0.1,4
France,10,8,32,41.0,1,0.0,0,0,M,True,False,True,True,577,2855,0.1,0.8833396478754347,16
United_Kingdom,10,8,5,7.0,0,0.0,23,0,F,False,False,False,True,573,2858,0.2,0.1,25
France,10,8,0,42.0,0,0.0,3,0,F,False,False,False,True,692,2853,0.3,0.1,16
United_States,10,8,5,5.0,0,0.0,19,0,F,False,False,False,True,343,3202,110.48690277918507,0.1005293353225202,98
United_States,10,8,6,4.0,0,0.0,1,0,F,True,False,True,True,669,3202,0.9317791762545056,0.3881338251995934,31
United_States,10,8,32,4.0,0,0.0,2,0,M,True,False,True,True,35,3196,0.1,0.2,20
United_States,11,8,7,5.0,0,0.0,0,1,F,False,False,False,True,11,3198,0.2763695825215158,0.6227510544743674,26
United_States,10,8,1,4.0,0,0.0,3,0,F,True,False,True,True,556,3201,0.3,0.3829521782985653,31
Germany,13,8,122,1.0,0,0.0,0,1,M,False,False,False,True,104,3196,1.2491788276384173,0.3,26
France,10,8,6,43.0,0,0.0,0,0,F,True,False,True,True,683,2854,0.1,0.6289247734174667,10
France,10,8,4,38.0,0,0.0,0,0,F,True,False,True,True,69,3203,0.1,0.2,16
United_Kingdom,12,8,1,11.0,0,0.0,109,2,M,False,False,False,True,34,3198,0.2,0.3,16
United_States,13,8,32,4.0,0,0.0,0,0,F,False,False,False,True,652,3202,0.4469313477785871,0.1,21
France,10,8,3,35.0,0,0.0,2,0,M,False,False,False,True,189,3205,0.3,0.1,15
Italy,10,8,7,30.0,0,0.0,24,0,F,True,False,True,True,659,2856,0.2809260102445148,0.3,42
France,10,8,16,37.0,0,0.0,0,0,F,True,False,True,True,37,3198,0.3,0.6937378769176505,12
United_States,10,8,0,4.0,0,0.0,4,0,M,False,False,False,True,242,3198,0.4536890564602625,0.6129307966556952,30
United_Kingdom,10,8,8,6.0,0,0.0,1,0,F,False,False,False,True,50,2856,0.05011108947715362,1.294880245319279,99
France,15,10,22,35.0,1,0.0,0,0,M,True,False,True,True,149,2855,0.08253984066910114,0.034815640842902014,17
United_Kingdom,10,8,3,9.0,0,0.0,4,3,M,False,False,False,True,53,3200,0.5168510712994422,0.3,11
Italy,11,9,5,26.0,0,0.0,1,0,M,False,False,False,False,699,3195,-5.275450581904063,0.2,74
Germany,10,9,5,1.0,0,0.0,0,0,F,False,False,False,True,692,2853,-5.757665812086839,0.3735884481799819,35
Germany,10,8,5,1.0,0,0.0,5,0,F,False,False,False,True,169,3203,0.2046321633464355,0.3,21
United_States,10,8,6,4.0,0,0.0,0,0,F,False,False,False,True,691,2852,1.163572854171195,0.3,24
United_Kingdom,10,8,11,10.0,0,0.0,4,2,F,False,False,False,True,31,2855,0.8925179646989378,0.4416630441580445,16
Italy,10,8,3,31.0,0,0.0,2,0,M,True,True,False,True,15,3204,0.1,0.3492306372276184,89
United_States,10,8,6,4.0,0,0.0,0,0,M,True,False,True,True,707,3204,0.9721175857152676,0.2607689536049537,2
Spain,10,8,45,13.0,0,0.0,1,0,F,True,True,False,True,534,2853,-8.656350497708367,0.3,98
France,10,8,1,36.0,0,0.0,4,0,F,False,False,False,True,477,3204,0.3608935766680778,0.1,13
France,10,8,1,40.0,0,0.0,77,1,M,True,False,True,True,339,2856,0.2248153353023956,1.4019940678187972,14
France,13,10,6,39.0,1,0.0,0,0,M,False,False,False,True,640,3202,0.2,1.7115508680301192,17
United_States,11,8,3,5.0,0,0.0,0,1,M,False,False,False,True,165,3202,0.051711756689066884,0.03469260097738865,98
United_States,11,8,20,4.0,0,0.0,0,0,M,False,False,False,True,235,2859,0.1,0.10581397381295136,14
France,10,8,6,35.0,0,0.0,0,0,M,True,False,True,True,11,3197,0.2,0.01416115183772871,12
Italy,15,8,1,28.0,3,100.0,0,0,M,True,True,False,True,11,3196,99.98032571308892,2.8052102573804567,75
France,10,8,4,40.0,0,0.0,0,0,M,True,False,True,True,17,2858,0.1,0.608174087617709,16
France,10,8,30,37.0,0,0.0,0,0,F,False,False,False,True,201,3200,0.1277408224048903,0.15835847817359308,16
Italy,10,9,44,28.0,0,0.0,0,0,M,True,False,True,True,103,3204,0.6283042529142366,0.1,82
Germany,10,8,29,1.0,0,0.0,0,0,M,True,False,True,True,431,2855,-8.418779901988193,0.3,33
United_States,10,8,5,4.0,0,0.0,0,0,F,False,False,False,True,620,2858,0.1,0.1,16
France,10,8,5,47.0,0,0.0,0,0,F,True,False,True,True,709,3205,0.3,0.3,12
France,11,8,1,50.0,0,0.0,42,0,M,False,False,False,True,703,3199,0.3,0.2,16
Germany,12,8,8,1.0,1,0.0,0,0,M,False,False,False,False,11,2852,0.1,1.908016233242729,31
United_States,11,8,59,4.0,0,0.0,3,2,F,True,False,True,True,22,3200,0.2,0.5502550915033281,96
United_States,10,8,11,5.0,0,0.0,1,0,M,False,False,False,True,699,3195,0.7137829193386641,0.3,27
United_Kingdom,11,8,8,7.0,0,0.0,6,7,F,True,False,True,True,12,2853,0.03549728736073241,0.1,15
France,10,8,15,39.0,0,0.0,0,0,F,True,False,True,True,343,2858,0.3,0.4504225887962566,12
Germany,10,8,4,2.0,0,0.0,27,0,F,False,False,False,True,11,3202,0.2,0.1,29
Italy,14,8,0,24.0,6,100.0,0,0,M,True,False,True,False,14,2859,99.9,6.290514269400622,76
United_Kingdom,10,8,0,7.0,0,0.0,6,0,F,False,False,False,True,707,3203,1.0067408730005212,0.5069468309439832,21
United_States,10,8,128,4.0,0,0.0,1,5,F,False,False,False,True,11,3202,0.1,0.2,9
Italy,27,8,11,28.0,30,93.0,0,1,F,True,False,True,True,12,3198,92.53235044135869,29.304362223944,70
United_States,10,8,5,4.0,0,-10.0,0,0,F,True,False,True,True,656,3197,0.3,1.350204672155969,24
Italy,10,8,4,30.0,0,0.0,0,0,F,True,False,True,True,11,2853,0.2,0.1,38
United_States,10,8,9,4.0,0,0.0,19,0,M,True,False,True,True,92,3200,0.6185170409439494,0.4566082845387862,23
United_Kingdom,10,8,1,10.0,0,0.0,3,1,F,False,False,False,True,702,3202,0.1,1.0813965020643137,25
United_Kingdom,10,8,0,9.0,0,0.0,0,6,F,False,False,False,True,26,2856,102.76346864430491,0.3,14
Spain,11,8,11,12.0,0,0.0,2,0,M,False,False,False,True,43,3199,0.3,0.1,6
Germany,10,8,0,1.0,0,0.0,5,0,F,False,False,False,True,692,2853,0.5101157366333582,0.2570656424735885,32
United_States,10,8,10,4.0,0,0.0,1,0,F,False,False,False,True,236,3196,0.28610099568066577,0.1,12
United_States,10,8,10,5.0,0,0.0,0,0,F,True,False,True,True,334,3198,0.0773428595677372,0.3,20
Germany,10,10,13,2.0,0,0.0,8,1,F,False,False,False,True,15,3204,0.1,1.1005473413792533,37
Spain,12,8,12,16.0,0,0.0,0,1,M,True,False,True,True,270,2858,0.2,0.3,99
Germany,10,8,0,1.0,0,0.0,11,0,F,False,False,False,True,144,3196,0.4642912227086041,0.1,25
Germany,12,8,24,1.0,0,0.0,8,3,F,False,False,False,False,11,3204,0.35980911791988224,0.07340817012040977,32
