country,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,anom_x,anom_y,login_data,likes
United_Kingdom,11,8,3,8.0,0,0.0,2,9,M,False,False,False,False,15,2855,0.9601939215874642,0.3,13,5.839835980765645
Spain,10,8,3,18.0,0,0.0,3,0,F,False,False,False,True,262,2859,1.1726089807610935,0.1,1,78.45291351395943
Italy,10,9,12,25.0,0,0.0,60,0,F,False,False,False,True,49,3199,0.3,0.1380160950343291,53,93.23816741771282
France,13,8,1,35.0,2,50.0,13,2,F,True,False,True,True,31,3200,50.31685068529504,2.5190808619205467,10,119.34725898562561
United_States,10,8,3,5.0,0,0.0,0,0,M,False,False,False,True,165,2857,0.5434178231474991,0.4685842901949735,93,52.35715447823715
France,10,9,12,46.0,0,0.0,2,4,F,True,True,True,True,145,3204,0.2,0.05338293288696873,13,121.62426198731215
Spain,10,8,23,18.0,0,0.0,6,0,F,False,False,False,True,164,2856,0.3063465690566215,0.1,2,50.9965469812336
United_Kingdom,12,10,3,8.0,0,0.0,6,0,M,True,False,True,True,12,2856,0.3,0.9886405863829542,11,12.725005030270218
United_States,10,8,4,4.0,0,0.0,1,0,F,True,True,True,True,652,2856,0.2532746237284471,0.04474895244817854,5,70.62818772770304
France,10,8,3,51.0,0,0.0,1,0,M,True,False,True,True,345,3205,0.2,0.1,11,131.3460316320816
United_States,14,13,4,4.0,0,0.0,0,0,M,True,False,True,True,653,3197,0.1,0.5639603753484207,10,56.17782228834478
United_States,11,8,12,3.0,0,0.0,0,0,F,True,False,True,True,24,3203,0.3,0.7324653403313357,5,77.0
United_States,10,8,8,5.0,0,0.0,0,0,F,False,False,False,True,192,3204,0.3,0.3344750485052181,21,64.58544189591595
Italy,37,8,0,26.0,9,100.0,0,0,F,False,False,False,False,80,3204,99.8,8.895538544387705,48,75.12494802082398
Italy,11,8,80,30.0,0,0.0,1,6,F,True,False,True,True,12,2855,0.5136766520769172,0.1,62,95.8895637909141
United_States,10,10,7,4.0,0,0.0,2,0,F,True,True,False,True,605,3197,0.2,0.5701719432475607,7,80.15865898330708
United_States,11,8,9,5.0,0,0.0,5,3,F,True,False,True,True,549,3198,0.3,0.4445466716527385,29,67.5372622041372
Spain,16,11,2,19.0,0,0.0,85,0,F,False,False,False,True,45,2857,0.4537272830508535,0.3,1,69.33717602808002
France,11,8,0,39.0,4,75.0,0,0,F,False,False,False,False,47,3201,75.24610828130739,3.347996433743452,16,149.0
France,48,8,0,41.0,43,78.0,0,0,M,True,True,True,False,11,3203,78.23090710750431,43.52079215768442,14,115.0
France,19,8,15,35.0,4,75.0,6,0,F,True,False,True,False,11,2852,75.02571363628488,5.1140135075116095,11,112.79235749973208
United_Kingdom,10,8,22,10.0,0,0.0,0,1,M,True,False,True,True,202,2855,0.2,0.3,21,53.0
France,10,8,19,39.0,0,0.0,64,1,F,False,False,False,True,28,3202,0.1,1.2289464270632269,15,104.26735301425879
France,11,11,4,37.0,0,0.0,0,3,M,True,False,True,True,36,2854,0.2618531031395395,0.02588431918175596,12,89.26336620173598
United_States,11,8,0,5.0,0,0.0,3,0,F,False,False,False,True,693,3195,0.7972991725218782,0.6350974887882327,9,58.96902713091933
Italy,13,10,66,26.0,0,0.0,9,0,M,True,False,True,True,18,3204,0.3,0.3,58,83.513513030286
United_States,10,8,14,4.0,0,0.0,8,0,M,True,False,True,True,453,2856,0.4393008669916606,0.2,18,67.67002636495786
United_States,13,8,102,4.0,0,0.0,76,1,F,True,False,True,True,30,2853,0.12456114799218475,0.8152224183697407,20,75.21532952695756
United_Kingdom,10,8,11,9.0,0,0.0,0,1,M,True,False,True,True,38,2856,0.1,0.3,31,16.926795692401125
Spain,17,10,156,16.0,2,100.0,1,1,M,True,True,False,True,15,2853,99.7,2.6125685164839565,7,67.0
Spain,10,8,6,13.0,0,0.0,0,0,F,True,False,True,False,574,3199,0.33961659552616513,0.2,2,92.78908758214945
United_Kingdom,11,10,4,6.0,0,0.0,52,9,M,True,False,True,True,15,2858,0.28219137980591386,0.24240629116089601,17,20.948282292473742
United_States,15,8,0,5.0,1,0.0,9,2,F,False,False,False,True,39,2853,0.3,0.9401203444851082,9,53.26455489376422
France,22,8,6,38.0,11,100.0,44,1,F,False,False,False,True,13,3202,99.45248093406977,11.670769297867725,18,104.13834255772865
France,13,8,0,39.0,3,66.0,0,0,M,False,False,False,True,26,3199,65.5616702906435,2.7384350250859537,12,60.0
Germany,10,8,11,1.0,0,-10.0,0,0,F,True,False,True,True,455,2853,0.1,0.8635621997335743,34,22.570578613405317
United_Kingdom,10,9,0,9.0,0,0.0,3,0,F,False,False,False,True,245,3201,0.2918726395815825,0.1,24,15.983128677626246
Germany,10,8,0,1.0,0,0.0,8,1,F,False,False,False,True,665,2858,0.2,0.1,31,26.272843703537266
United_Kingdom,10,8,6,10.0,0,0.0,0,0,M,False,False,False,True,14,3199,0.2290447670373477,0.4561479957886391,6,10.463022954508727
Germany,12,9,297,1.0,0,0.0,64,34,M,True,False,True,True,17,3200,0.3,0.1,30,25.376820759458944
United_States,10,8,9,5.0,0,0.0,0,0,M,True,False,True,True,659,3203,1.3150208298878103,0.4894408410501504,32,72.13014141924351
United_States,10,8,4,4.0,0,0.0,3,0,F,False,False,False,True,688,3197,0.1,0.2,30,83.34901908653164
United_Kingdom,12,15,9,7.0,0,0.0,0,0,M,True,False,True,True,665,2852,0.1,1.1742089002889131,25,7.7083372460496715
United_Kingdom,20,8,1,6.0,4,75.0,0,0,M,True,True,False,False,14,3197,75.11735424902763,4.979922329462324,19,-0.22571015368512448
Italy,10,8,14,29.0,0,0.0,0,0,M,True,False,True,True,455,3203,0.1,0.6755630026681687,61,70.82415802331228
Germany,10,8,3,0.0,0,0.0,3,0,M,True,False,True,True,349,3203,0.305372096981596,0.1328472949433919,30,21.95092565346971
United_States,10,8,22,4.0,0,0.0,1,0,M,False,False,False,True,351,3205,0.06053778658793332,0.583305417910184,13,62.478148621800145
United_Kingdom,10,8,44,6.0,0,0.0,0,0,M,True,False,True,True,409,2855,0.1,0.2,13,8.103537520090132
United_Kingdom,10,8,0,11.0,0,0.0,18,0,F,False,False,False,True,216,3203,0.4560674803609618,0.3,23,12.724003141250787
United_States,10,8,1,5.0,0,0.0,3,0,F,False,False,False,True,14,2856,0.487149424225484,0.3631371151542581,35,60.31339192515983
France,10,8,22,39.0,0,0.0,15,0,F,False,False,False,True,322,2855,0.2,0.3,12,112.6437743298535
United_Kingdom,10,8,3,6.0,0,0.0,0,0,F,True,False,True,True,668,2853,0.2,0.1,18,89.0
Germany,10,8,26,1.0,1,0.0,1,2,M,False,False,False,True,11,3201,0.9832219681663106,0.7515921155265605,29,21.038351452898162
United_Kingdom,10,8,0,5.0,0,0.0,6,2,F,False,False,False,True,369,3201,0.2,0.3,18,12.374086480094775
France,16,8,0,39.0,10,100.0,0,0,F,True,False,True,False,26,3199,99.9,9.706274559208136,13,39.0
Germany,14,9,4,1.0,0,0.0,5,0,M,True,True,False,True,17,3201,0.6151716065480975,0.3,34,25.5062704423409
United_Kingdom,16,8,5,12.0,1,-3.0,1,0,F,False,False,False,True,236,3203,0.1,1.4400537251850782,14,80.0
France,12,8,3,41.0,2,0.0,0,0,M,True,False,True,True,376,2858,0.1,1.3312019753703022,17,134.14485479508437
United_States,10,8,5,4.0,0,0.0,0,0,F,False,False,False,True,625,2859,0.472741137808726,0.3,21,77.76119179260496
United_Kingdom,13,8,51,7.0,6,85.0,29,14,F,True,False,True,True,14,3205,84.09473668961392,6.309170067877273,22,9.06518885898512
Germany,10,8,8,1.0,0,0.0,28,3,F,False,False,False,True,41,2854,103.88761464094641,0.02119448607131762,25,20.742057463217773
France,10,8,3,36.0,0,0.0,0,0,M,True,False,True,True,524,2856,0.1844741437336437,0.1,12,115.9676646785525
United_States,10,8,2,4.0,0,-5.0,7,0,F,True,True,False,True,601,3199,-3.0,1.2796941163362774,1,153.0
United_Kingdom,10,8,4,8.0,0,0.0,0,0,M,False,False,False,True,17,2857,0.2,0.7150342547859607,13,16.728413776648914
France,19,10,22,38.0,0,0.0,22,0,F,True,False,True,False,62,2855,0.6763461247694311,0.1,12,86.2481663987717
France,10,9,7,37.0,0,0.0,0,0,F,False,False,False,True,701,3197,0.3,0.1,14,59.84624422272118
United_States,10,8,67,4.0,0,0.0,2,0,F,False,False,False,False,20,3205,0.3,0.3,9,36.74641306864286
Italy,22,8,3,27.0,10,90.0,0,0,F,True,False,True,True,11,3198,90.57895970914429,10.21304047734915,77,58.46842219991972
Spain,14,8,0,15.0,7,85.0,0,0,M,True,False,True,True,22,3200,85.6572017465817,7.221709449230922,6,70.12788515317344
United_States,10,9,188,3.0,0,0.0,48,1,F,True,False,True,True,175,3198,0.22238313660652168,0.8819043474986421,96,51.485051826332786
France,10,8,27,43.0,0,0.0,0,0,F,False,False,False,True,407,2858,0.1,0.3,12,73.48920466299944
Italy,10,8,6,25.0,0,0.0,0,0,F,False,False,False,True,708,3204,0.6353817122276426,0.1,51,68.76587521404889
Spain,14,16,21,11.0,0,0.0,2,0,F,False,False,False,True,698,2859,0.1,1.0121782180565821,4,76.78319222717433
France,11,14,21,38.0,0,0.0,0,1,F,True,True,False,False,689,2856,0.5797941663803051,0.2,13,129.99696160275238
Spain,19,5,1,17.0,6,33.0,12,1,F,True,False,True,True,11,3197,32.58408166648971,5.872010089986234,99,77.51483897194392
United_States,10,8,5,5.0,0,0.0,0,0,M,False,False,False,True,708,3204,0.3,0.32336800857164777,24,127.0
United_States,10,9,0,4.0,0,0.0,19,1,M,False,False,False,True,17,3195,0.3,0.1,15,56.94443207087796
United_States,36,8,0,4.0,6,0.0,11,0,F,True,False,True,False,635,3203,0.3558326444347334,5.490182097146267,23,71.04122971389725
France,10,8,0,36.0,2,100.0,0,0,F,False,False,False,True,424,2857,99.9,1.966547608687808,11,21.0
United_States,11,13,24,4.0,0,0.0,0,0,F,False,False,False,True,661,2858,0.3,0.4100845719818944,16,52.89318079892106
France,10,8,3,36.0,0,0.0,2,0,F,True,True,False,True,639,2855,0.2444388065104736,0.3,14,156.04281778377194
France,10,8,5,40.0,0,0.0,1,0,M,False,False,False,True,176,3203,0.41001883850386894,0.3,16,89.58151350093196
France,11,8,2,40.0,0,0.0,13,0,F,True,False,True,False,661,2856,0.8990474528249471,0.8417683900585258,12,125.70419358233173
Italy,10,8,3,24.0,0,0.0,1,0,M,False,False,False,True,620,3197,0.2,0.2,57,78.95548825624304
United_States,11,8,13,4.0,0,0.0,11,0,F,True,False,True,True,117,3201,0.138829485434935,0.8583050412237371,30,51.92148651434859
United_Kingdom,11,8,5,9.0,0,0.0,3,2,M,True,False,True,True,90,2852,0.4892969664292479,0.681048007131344,12,13.555392167889343
United_States,28,31,24,4.0,5,100.0,1,0,M,True,False,True,False,146,2855,99.8375491261578,4.881792057358097,16,56.83369842563437
United_Kingdom,10,8,15,4.0,0,0.0,2,2,F,False,False,False,True,550,3198,0.2,0.2,20,5.208913237297798
Germany,10,8,64,2.0,0,0.0,1,0,F,True,False,True,True,246,2852,0.4992621351986344,0.1,33,134.0
Italy,10,8,4,30.0,0,0.0,4,0,M,True,False,True,True,159,2852,1.5866612522192458,0.1,81,80.46714992576773
France,11,10,3,36.0,0,0.0,4,0,M,False,False,False,True,705,3201,0.3,0.1,15,141.0
Spain,26,10,14,11.0,12,83.3,108,20,M,True,True,False,True,22,2854,83.69969892489185,11.764571868843973,0,56.26071193039074
Spain,10,8,15,19.0,0,0.0,0,0,F,False,False,False,True,345,2856,0.2,0.6189014788596242,99,108.0
Italy,10,8,0,24.0,0,0.0,12,0,F,True,False,True,True,376,2858,0.2,0.14204400068230286,51,61.195329098711554
United_Kingdom,11,8,11,8.0,0,0.0,10,0,M,False,False,False,True,258,2857,0.05845809521076136,0.5324348102176152,27,135.0
Spain,13,8,4,17.0,0,0.0,12,1,F,True,False,True,True,41,3199,0.6779697367798895,0.3,99,69.50258822251587
Germany,10,8,24,2.0,0,0.0,16,1,F,True,False,True,True,11,3198,0.1942434163185264,0.2,30,22.125324803588878
United_Kingdom,11,8,0,13.0,0,0.0,15,0,M,True,False,True,False,478,2858,0.1391259501898753,0.3,25,13.38747323080269
France,10,8,3,41.0,0,0.0,0,0,M,False,False,False,True,706,3202,0.06756589408607791,0.26379030113467394,14,125.14647549388701
France,12,9,64,40.0,0,0.0,4,1,F,True,False,True,True,50,2857,-3.919174677237512,0.09211703962098478,12,109.99716258511184
United_Kingdom,10,8,67,8.0,0,0.0,0,0,M,True,False,True,True,464,2853,0.5403858319601469,0.1,14,8.134394767552788
United_States,10,8,4,4.0,0,0.0,0,0,F,True,False,True,True,701,3197,0.3,0.2,10,63.796285422401965
Italy,10,8,0,26.0,0,0.0,3,0,F,True,False,True,True,693,3204,0.3,0.12886172098842502,71,43.2877085864246
Germany,12,8,8,1.0,0,0.0,18,2,F,True,False,True,False,71,2855,0.1,0.09787577209183332,33,22.625847478224642
Germany,10,8,348,1.0,0,0.0,74,2,F,False,False,False,True,11,3205,0.3,1.1617513895211835,39,10.0
Germany,10,8,2,0.0,0,0.0,8,3,M,True,False,True,True,180,2859,0.3,0.1,29,135.0
France,11,10,19,43.0,0,0.0,3,2,F,False,False,False,True,13,2852,1.5032346043706697,0.2,16,85.62365197006852
United_States,12,12,33,5.0,0,0.0,1,0,F,True,False,True,True,133,2855,0.21819369104160802,0.2944293750102807,23,59.46528388715388
United_States,10,8,0,4.0,0,0.0,3,1,F,False,False,False,True,567,3197,0.9851916769769626,0.4869353030656762,28,28.844254448984614
France,11,8,3,38.0,0,0.0,0,0,F,True,False,True,True,672,2857,0.2,0.3,16,169.1573520906503
Italy,14,8,14,30.0,0,0.0,61,1,M,True,False,True,True,12,3200,0.5665299169470233,0.2,77,73.96272820154539
France,10,8,54,41.0,0,0.0,0,0,F,True,False,True,False,11,3204,0.1545256397651139,0.2393735747206045,14,113.72823033866996
Germany,31,8,0,1.0,0,0.0,8,0,F,True,False,True,False,52,3205,0.18678435290982184,0.23363803668415264,41,18.85669956836
Italy,10,8,99,26.0,0,0.0,0,0,F,True,False,True,True,11,3205,0.03206271076974214,0.5964353922201591,73,78.79524208714734
United_Kingdom,15,8,14,8.0,0,0.0,1,0,F,True,False,True,True,18,3196,0.23368317958909005,0.2,16,8.091025924906214
Italy,31,11,15,27.0,0,0.0,0,0,F,True,False,True,False,428,3203,0.5744575955763289,0.3,98,68.28385588799469
United_Kingdom,13,8,6,12.0,0,0.0,35,3,M,True,False,True,True,514,3204,0.3,0.06667106562711818,5,15.704395315493134
United_States,10,8,22,4.0,0,0.0,20,0,F,False,False,False,True,444,2855,0.3120057863552184,0.3715360028642741,95,52.79762799941291
France,13,8,3,46.0,0,0.0,0,0,F,True,False,True,True,659,2853,0.19297271204647576,0.4503099719140471,13,124.61486825230664
United_Kingdom,11,8,6,7.0,0,0.0,0,0,F,False,False,False,True,158,3205,0.1,0.2574147770421648,12,17.388624401688688
Spain,13,10,0,14.0,3,0.0,23,1,F,True,False,True,True,20,3200,0.1919777448377349,2.805728677138604,1,135.0
France,10,9,9,35.0,0,0.0,0,0,M,True,False,True,True,72,2854,0.2,0.608891844124207,9,103.88998294851092
United_States,13,8,0,4.0,0,0.0,4,1,M,False,False,False,True,504,2854,0.28326040528748725,1.0077687895533622,19,38.361692949208134
Germany,10,8,3,2.0,0,0.0,0,0,F,False,False,False,True,334,2854,0.4024613744509653,0.19379014766602,26,23.30957624323196
Italy,27,9,7,26.0,11,90.0,1,0,M,True,True,False,False,26,3200,89.3904727747241,11.48223665299439,73,84.68560617082281
United_States,10,8,4,4.0,0,0.0,0,0,F,True,False,True,True,701,3197,0.1,0.2,4,64.02378452713268
Germany,10,8,0,2.0,0,0.0,4,0,F,False,False,False,True,46,2858,0.2,0.0551109393193989,31,22.89135451469628
Germany,12,8,43,1.0,2,100.0,0,1,F,True,False,True,True,14,3196,99.4978975171198,2.265321434279084,26,18.590835017193122
United_Kingdom,11,8,3,9.0,0,0.0,0,1,M,True,False,True,False,12,2859,0.34487393011129874,0.1,12,91.0
Italy,10,8,3,28.0,0,0.0,0,0,F,True,False,True,True,677,2859,0.8348287593916044,0.3335106762319137,77,95.79058393856927
France,10,8,3,40.0,0,0.0,0,0,F,False,False,False,True,450,3202,0.9170132299062004,0.2,12,108.82518948964587
United_States,12,8,1,4.0,4,100.0,4,1,F,True,False,True,True,22,2852,99.73717096840176,4.328300930086357,30,52.74828791745926
United_Kingdom,17,8,0,12.0,4,75.0,0,0,F,False,False,False,True,497,2856,74.55015327995409,3.9386118163853503,15,3.7347531016982005
United_States,13,8,2,5.0,0,0.0,55,0,M,False,False,False,True,78,2856,0.2332386198282357,0.3,13,56.63688273399772
United_Kingdom,10,8,7,6.0,0,0.0,2,1,F,False,False,False,True,19,3198,0.1,0.8131838917049972,23,10.799331826421255
France,11,8,4,43.0,0,0.0,0,0,M,False,False,False,True,144,3200,1.091111869026442,0.4180119213972697,15,118.83252623266878
United_Kingdom,16,9,48,4.0,0,0.0,1,0,M,True,False,True,False,13,3197,0.5683044441294447,0.6644800403970512,16,12.582245695173263
Italy,10,8,8,26.0,0,0.0,1,0,M,True,False,True,True,29,2858,0.1139323414843462,0.3,38,99.52138897876543
Germany,10,8,4,1.0,0,0.0,10,0,F,False,False,False,True,474,2852,0.3,0.3,22,19.046138994518415
United_States,11,8,0,5.0,0,0.0,0,3,M,False,False,False,True,70,2858,0.6725802018097423,0.21453493747418173,1,20.14171488505562
United_States,10,8,3,5.0,0,0.0,0,0,F,False,False,False,True,276,3195,0.2,0.801212440097087,12,60.8605575989762
Spain,10,8,23,15.0,0,0.0,0,0,F,False,False,False,True,24,3196,0.3983368498501691,1.4158101813477495,8,57.15598340460012
Italy,10,8,15,27.0,0,0.0,0,0,M,True,True,False,True,197,3195,0.2,0.1,55,66.50600656824827
Italy,12,8,3,27.0,1,0.0,7,0,M,True,False,True,True,545,2857,0.6827789982054685,0.3,74,47.329198671420514
United_States,50,16,31,4.0,9,100.0,2,2,F,True,False,True,False,12,2855,99.71328321247458,8.12411071105953,7,48.130286118747506
United_States,10,8,52,4.0,0,0.0,7,0,F,True,False,True,True,23,3205,1.0329994992646927,0.2,23,63.88602155043517
Italy,11,8,76,31.0,0,0.0,0,0,F,True,False,True,True,688,3197,0.1,0.75565399974572,79,73.52449676587574
Spain,12,9,10,17.0,0,0.0,0,1,M,True,False,True,False,295,3195,0.6702054014301866,0.24704776340440104,3,73.8520727611955
France,10,8,0,44.0,0,0.0,0,3,F,False,False,False,True,321,3204,0.05999692359894094,0.3,13,116.12282749191309
Italy,54,8,4,31.0,63,98.0,1,0,F,True,True,False,True,12,2857,97.00914449325028,63.133974655674216,79,58.942514227636075
United_States,10,8,4,4.0,0,0.0,0,0,F,True,False,True,True,692,2853,0.13752658124103928,0.12026911495489795,5,65.62190328145552
Spain,11,8,3,10.0,0,0.0,0,0,M,True,False,True,True,180,3197,0.3,0.3,7,41.329182266091244
Germany,10,20,28,1.0,0,0.0,0,0,F,False,False,False,False,138,3204,0.0014912109427497235,0.12719162851141244,25,19.866353897346453
Germany,10,8,3,1.0,0,0.0,1,0,F,False,False,False,True,32,2859,0.2,0.2,28,18.727177257927544
United_Kingdom,89,12,150,10.0,37,50.0,7,5,F,True,False,True,False,106,2857,50.35944461638071,36.71846954816365,2,14.244115805811568
Germany,14,8,0,2.0,5,0.0,0,0,F,False,False,False,True,21,3201,0.3897800567655304,4.499922503825248,31,25.276596516732607
Italy,26,8,3,27.0,12,91.0,0,0,M,True,False,True,True,11,3199,91.77038141244816,11.46439069102301,22,66.02288965626255
United_States,10,8,3,4.0,0,0.0,0,0,M,False,False,False,True,563,3203,0.1,0.6374451083207687,98,42.29940081643149
Germany,10,8,3,1.0,0,0.0,0,1,M,True,False,True,True,657,3195,102.99039054511272,0.06283568039157512,34,20.73149716198128
United_States,12,9,9,4.0,0,0.0,4,0,F,False,False,False,True,287,3200,0.2,0.3771988533635575,1,56.83679065931716
United_States,10,8,5,4.0,0,0.0,0,0,M,False,False,False,True,315,3197,0.1,0.1,35,60.121910467572654
France,10,8,5,41.0,0,0.0,2,1,F,False,False,False,True,21,3202,0.1,0.3,13,133.37494267597629
United_States,12,15,16,4.0,0,0.0,4,1,M,False,False,False,False,46,3198,0.1,0.5497611920450995,0,67.13981600093501
United_Kingdom,10,8,4,5.0,0,0.0,0,0,M,True,False,True,True,604,2857,0.066211241239683,0.1,8,6.01823682890374
France,10,8,0,38.0,0,0.0,0,3,M,False,False,False,True,358,3196,0.018216460575402344,0.1,13,99.61883446220259
Germany,10,8,70,1.0,0,0.0,1,0,M,False,False,False,False,17,3199,0.1,0.1534136250217079,28,22.760762157424416
Germany,11,8,13,2.0,0,0.0,1,0,F,False,False,False,True,351,3201,0.1,0.3,20,19.681240830723638
Germany,10,8,14,1.0,0,0.0,0,0,M,True,False,True,True,198,2856,0.19606609205974548,0.3594103685766995,33,26.127910590862733
United_States,10,8,0,4.0,0,0.0,3,0,F,False,False,False,True,699,3195,1.52129286041718,0.2012381725083391,2,45.60284969145219
Spain,10,8,4,11.0,0,0.0,2,0,F,False,False,False,True,11,3201,0.04117513432868093,0.2,2,43.5533698129472
Italy,10,9,3,31.0,0,0.0,3,0,F,False,False,False,True,270,3203,0.500360876725329,0.12497066482928355,78,78.77230383271635
France,10,8,8,39.0,0,0.0,0,0,F,False,False,False,True,703,3199,0.1,0.2315702298472807,16,102.41388469069625
France,12,8,22,42.0,0,0.0,6,1,M,True,False,True,False,11,2857,0.3,0.7618916341338315,11,173.44068211773117
Spain,10,8,5,11.0,1,0.0,0,0,F,False,False,False,False,11,3199,0.1066797821756406,0.8058965737136643,1,72.29671819187124
France,14,8,0,42.0,10,60.0,0,0,F,True,False,True,True,13,2855,59.79285111231546,9.10387421674508,11,81.14905337723967
Italy,10,8,3,26.0,0,0.0,0,0,M,True,False,True,True,704,3200,0.3509931679835774,0.7279174996785507,63,63.41519780597123
France,10,8,7,36.0,1,0.0,8,0,F,False,False,False,True,88,2856,0.2,0.04637992929925972,9,124.42362746234228
Germany,10,8,11,1.0,0,0.0,1,0,M,True,False,True,True,535,2859,0.2,0.0023089546803745213,29,23.08073842656058
United_Kingdom,11,8,0,6.0,7,100.0,0,0,F,False,False,False,True,18,2854,99.99011009106674,6.898369118855107,33,7.457290053583162
Italy,10,8,28,26.0,0,0.0,0,0,F,True,False,True,True,702,3198,0.4110464916221921,0.3,81,82.43506568189375
United_Kingdom,10,8,13,8.0,0,0.0,0,0,M,True,False,True,True,618,2856,0.5405098678888302,0.4325568431611614,3,10.10921438204127
Italy,10,8,1,27.0,0,0.0,5,0,F,False,False,False,True,18,3202,0.5866486688816799,0.3,23,56.284414271705174
United_Kingdom,10,8,3,8.0,0,0.0,2,0,F,True,False,True,True,36,3199,0.2389823126574675,0.2,8,6.235558850404005
Italy,16,8,0,24.0,4,100.0,0,0,F,False,False,False,False,29,2852,99.61472683240515,3.7534555688339584,42,81.50817397349991
France,10,8,0,42.0,0,0.0,3,0,M,False,False,False,True,702,3198,0.032783796991409236,0.2,13,97.0
United_States,12,8,2,4.0,0,0.0,11,4,F,False,False,False,True,27,3201,0.918178422549019,0.5893862649644234,14,53.751786959681446
France,10,8,5,39.0,0,0.0,0,0,F,False,False,False,True,464,3199,0.2546182379909418,0.024433680417151025,15,148.0
Germany,10,8,39,2.0,0,0.0,3,0,F,True,False,True,True,217,3203,0.240143034348526,0.6743822945803474,34,23.20690007353124
Italy,11,8,11,26.0,0,0.0,0,1,F,False,False,False,False,12,3205,0.08148901622991983,0.2,22,87.54372222049662
Italy,12,8,0,29.0,5,100.0,0,0,F,True,True,False,True,204,2858,99.58477407189932,4.7485401720893705,88,84.3179758017426
France,10,8,1,40.0,0,0.0,5,0,M,False,False,False,True,20,3198,0.4116574495693309,0.5414853760953108,13,88.48128892070214
France,10,8,4,39.0,0,0.0,0,0,F,True,False,True,True,487,2854,0.2,0.3,16,96.70562788497875
Spain,11,8,1,15.0,0,0.0,15,0,F,False,False,False,False,690,2852,0.1836799397982225,0.02584949801396168,7,63.77742948770034
United_States,14,10,3,3.0,0,0.0,0,0,F,False,False,False,False,190,3195,0.03802646473680765,0.24607217662909744,14,54.97601100511674
Italy,11,8,4,27.0,0,0.0,1,0,F,False,False,False,True,353,3200,0.28211968368833273,0.1,79,67.14779180586801
United_States,12,8,3,4.0,0,0.0,0,0,F,True,False,True,True,642,3202,0.3904436268743552,0.3,39,23.0
United_States,13,8,7,4.0,0,0.0,1,1,F,False,False,False,True,164,3201,0.45062362793927,1.193477821092466,36,56.57394882315234
France,11,8,20,42.0,0,0.0,0,0,M,True,False,True,True,617,2857,0.11417336634948184,0.3,13,143.40782561946997
France,12,15,8,38.0,0,0.0,8,0,F,True,False,True,True,118,3195,0.2,0.036962662157721406,14,160.97749530567995
Italy,11,8,1,28.0,0,0.0,42,1,M,False,False,False,True,15,3197,0.466371208405239,0.9901375991043118,56,72.72539708358025
Italy,10,8,5,25.0,0,0.0,0,0,M,True,False,True,True,549,2853,103.45072331460129,0.18435286665734466,49,58.695879211570166
France,15,9,3,42.0,1,0.0,0,0,M,True,False,True,True,23,2857,0.2,0.6370006898893721,12,129.20389947408393
Italy,10,8,0,36.0,0,0.0,5,0,M,False,False,False,True,707,3203,0.8528222546220073,0.2,44,55.16390216718737
Italy,10,9,2,26.0,0,0.0,16,0,F,True,True,False,True,696,2858,1.0253208392122497,0.3,23,45.435463169567846
Italy,25,15,10,27.0,1,0.0,66,0,F,True,True,False,False,139,3195,0.3712904030632971,0.4497762764568719,51,73.57925913959892
Italy,10,8,3,30.0,0,0.0,0,0,M,True,True,False,True,647,3203,0.2,0.3,86,91.58939407170543
Germany,10,8,0,1.0,0,0.0,3,0,F,True,False,True,True,358,3195,0.8524726790496742,0.7991712639899636,21,25.843448247357635
Spain,18,8,1,16.0,9,50.0,0,0,M,True,False,True,False,17,2854,50.9119513834571,9.235831954970967,3,90.43604292523055
United_Kingdom,11,8,0,8.0,0,0.0,9,0,M,False,False,False,True,324,2859,0.2,0.2,8,14.3751958516607
United_States,11,9,3,4.0,0,0.0,3,2,M,True,False,True,True,21,3199,0.3,0.07618677684316037,10,53.1027300448505
Germany,11,8,5,1.0,0,0.0,14,6,M,False,False,False,True,20,2855,0.30522675350902884,0.2,29,82.0
France,11,8,4,38.0,0,0.0,8,1,M,False,False,False,True,406,3202,0.09452973043725137,0.5287003979611182,19,59.0
Germany,10,11,64,1.0,0,0.0,31,0,F,False,False,False,True,30,2854,0.4147079435212563,0.9139467436612624,24,23.357373843991226
United_States,10,8,0,4.0,0,0.0,8,0,F,False,False,False,True,699,3195,0.2,0.3,5,54.44277206160631
United_States,10,8,35,5.0,0,0.0,12,0,M,False,False,False,True,435,2855,0.1,0.1,35,64.25182930914612
Italy,10,8,0,26.0,0,0.0,3,0,F,False,False,False,True,36,2854,0.2316564923340353,0.21355954868045005,52,112.02607710526678
United_Kingdom,10,8,151,12.0,0,0.0,78,23,F,False,False,False,True,11,2853,0.2,0.1,20,4.599654491808016
Germany,15,8,20,1.0,0,0.0,205,1,F,True,False,True,True,17,3201,0.1,0.2747022384043973,23,27.930519308699303
United_States,15,32,8,4.0,0,0.0,4,6,F,True,False,True,False,14,2854,0.1,0.2851349831586097,32,70.65574397160988
Italy,10,9,22,26.0,0,0.0,6,0,F,True,False,True,True,269,3199,0.3,0.3,93,84.58171152287173
United_States,12,8,7,5.0,0,0.0,4,1,M,True,False,True,True,411,2857,0.1,0.1987180770690009,12,51.795249629240175
